Invoice_number,Customer_id,Service_id,Agent_id,Payment_status,Transaction_type,Mode_of_payment,Plan_name,Plan_category,Plan_charge,Tax_amount,Actual_amount,Billed_amount,Paid_amount,Balance_amount,Zone_area,Data_bought,Data_used,Billing_cycle,Billing_date_year,Billing_date_month,Billing_date_day,Plan_start_date_year,Plan_start_date_month,Plan_start_date_day,Plan_end_date_year,Plan_end_date_month,Plan_end_date_day,No_of_valid_days,Anomaly_type,Leakage
INV103522,CUST002031,SVC7586,AGT150,Paid,Plan Change,Credit Card,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,3538.82,0.0,Rural-Zone,100,46.44,30,2025,2,24,2025,2,20,2025,3,22,31,No anomaly,No
INV104531,CUST000488,SVC7578,AGT006,Pending,Recharge,Credit Card,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,Metro-A,25,1.85,28,2023,10,9,2023,10,5,2023,11,2,29,No anomaly,No
INV105569,CUST000037,SVC8664,AGT122,Pending,New Connection,Credit Card,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0.0,3538.82,Metro-B,100,4.67,30,2025,1,6,2025,1,4,2025,2,3,31,No anomaly,No
INV101640,CUST007999,SVC6651,AGT097,Pending,New Connection,Debit Card,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,Metro-B,1000,518.81,30,2024,1,22,2024,1,18,2024,2,17,31,No anomaly,No
INV105214,CUST007609,SVC5899,AGT059,Pending,Bill Payment,Cash,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,Circle-West,1000,132.88,30,2024,1,12,2024,1,11,2024,2,10,31,No anomaly,No
INV101830,CUST006536,SVC5881,AGT104,Pending,Plan Change,Wallet,Smart Connect,Prepaid,699,125.82,824.82,824.82,0.0,824.82,Metro-A,15,13.13,28,2025,3,29,2025,3,27,2025,4,24,29,No anomaly,No
INV103726,CUST002781,SVC5410,AGT010,Paid,Recharge,Credit Card,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,Metro-A,200,126.31,30,2023,8,30,2023,8,29,2023,9,28,31,No anomaly,No
INV103324,CUST002150,SVC8560,AGT122,Pending,Bill Payment,Cash,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,Circle-South,1000,927.92,30,2024,3,27,2024,3,23,2024,4,22,31,No anomaly,No
INV104173,CUST006143,SVC1299,AGT022,Pending,Renewal,UPI,Youth Special,Prepaid,599,107.82,706.82,706.82,0.0,706.82,Circle-North,10,9.46,30,2025,6,23,2025,6,21,2025,7,21,31,No anomaly,No
INV103567,CUST000618,SVC2409,AGT014,Pending,Recharge,Cash,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,Rural-Zone,1000,257.2,31,2023,10,13,2023,10,10,2023,11,10,32,No anomaly,No
INV108571,CUST003673,SVC5180,AGT076,Paid,Renewal,Auto Debit,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,Circle-East,500,233.9,30,2023,10,8,2023,10,5,2023,11,4,31,No anomaly,No
INV100977,CUST005589,SVC7769,AGT130,Pending,Recharge,UPI,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,Circle-West,500,177.5,28,2024,9,17,2024,9,14,2024,10,12,29,No anomaly,No
INV103384,CUST005612,SVC9357,AGT111,Paid,Recharge,UPI,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0.0,Circle-South,50,4.17,30,2024,7,31,2024,7,28,2024,8,27,31,No anomaly,No
INV100373,CUST005316,SVC3732,AGT029,Pending,Plan Change,Cash,Youth Special,Prepaid,599,107.82,706.82,706.82,0.0,706.82,Circle-West,10,7.6,28,2025,3,2,2025,2,26,2025,3,26,29,No anomaly,No
INV101164,CUST004586,SVC4129,AGT098,Pending,Renewal,Debit Card,Youth Special,Prepaid,599,107.82,706.82,706.82,0.0,706.82,Circle-West,10,2.03,31,2024,9,13,2024,9,10,2024,10,11,32,No anomaly,No
INV103195,CUST007334,SVC4589,AGT128,Paid,Plan Change,Debit Card,Youth Special,Prepaid,599,107.82,706.82,706.82,706.82,0.0,Circle-North,10,4.42,30,2024,2,12,2024,2,7,2024,3,8,31,No anomaly,No
INV102611,CUST003467,SVC3732,AGT109,Pending,Renewal,Credit Card,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0.0,2358.82,Metro-B,50,17.79,31,2024,4,15,2024,4,12,2024,5,13,32,No anomaly,No
INV100257,CUST005774,SVC4519,AGT053,Pending,Renewal,Auto Debit,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,Circle-West,500,184.7,28,2025,7,4,2025,6,29,2025,7,27,29,No anomaly,No
INV104856,CUST003505,SVC1854,AGT074,Paid,Renewal,Wallet,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,Rural-Zone,25,9.64,30,2024,9,6,2024,9,2,2024,10,2,31,No anomaly,No
INV100713,CUST001501,SVC1587,AGT121,Paid,Renewal,Debit Card,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,Circle-West,750,38.88,30,2024,10,25,2024,10,23,2024,11,22,31,No anomaly,No
INV100610,CUST007068,SVC9842,AGT130,Paid,Plan Change,Net Banking,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,3538.82,0.0,Rural-Zone,100,58.8,30,2024,1,7,2024,1,2,2024,2,1,31,No anomaly,No
INV100308,CUST000754,SVC6432,AGT032,Pending,New Connection,Net Banking,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0.0,2358.82,Metro-A,50,38.44,30,2023,10,26,2023,10,24,2023,11,23,31,No anomaly,No
INV102299,CUST006494,SVC8961,AGT100,Pending,Recharge,Debit Card,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,Rural-Zone,1000,400.16,31,2024,5,1,2024,4,29,2024,5,30,32,No anomaly,No
INV103833,CUST004899,SVC5742,AGT102,Pending,Recharge,Cash,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,Metro-B,500,84.12,28,2024,7,10,2024,7,5,2024,8,2,29,No anomaly,No
INV108639,CUST005708,SVC3306,AGT131,Paid,New Connection,Credit Card,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,Metro-B,5,2.58,30,2024,2,5,2024,1,31,2024,3,1,31,No anomaly,No
INV103783,CUST002785,SVC1269,AGT009,Pending,Bill Payment,Auto Debit,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0.0,3538.82,Metro-A,100,32.61,31,2025,7,27,2025,7,22,2025,8,22,32,No anomaly,No
INV100710,CUST007192,SVC8669,AGT034,Pending,New Connection,UPI,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0.0,1768.82,Circle-West,30,26.51,30,2025,6,10,2025,6,5,2025,7,5,31,No anomaly,No
INV104934,CUST003348,SVC1921,AGT056,Pending,Bill Payment,UPI,Smart Connect,Prepaid,699,125.82,824.82,824.82,0.0,824.82,Circle-West,15,5.59,28,2025,7,9,2025,7,8,2025,8,5,29,No anomaly,No
INV102506,CUST003858,SVC7849,AGT018,Pending,Plan Change,Credit Card,Youth Special,Prepaid,599,107.82,706.82,706.82,0.0,706.82,Rural-Zone,10,1.68,28,2025,3,29,2025,3,28,2025,4,25,29,No anomaly,No
INV104762,CUST001228,SVC6177,AGT112,Pending,Recharge,Cash,Basic Starter,Prepaid,399,71.82,470.82,470.82,0.0,470.82,Metro-A,5,3.49,28,2024,7,1,2024,6,30,2024,7,28,29,No anomaly,No
INV103011,CUST007309,SVC6843,AGT136,Paid,Bill Payment,Net Banking,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,Metro-A,200,104.4,30,2024,4,2,2024,3,29,2024,4,28,31,No anomaly,No
INV103718,CUST006531,SVC3808,AGT023,Pending,New Connection,Credit Card,Youth Special,Prepaid,599,107.82,706.82,706.82,0.0,706.82,Circle-East,10,8.03,30,2023,10,26,2023,10,22,2023,11,21,31,No anomaly,No
INV101772,CUST002410,SVC3966,AGT116,Paid,Recharge,Net Banking,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,Circle-West,750,124.62,30,2025,3,3,2025,3,1,2025,3,31,31,No anomaly,No
INV102603,CUST000190,SVC4030,AGT144,Pending,New Connection,UPI,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0.0,3538.82,Metro-B,100,94.28,31,2025,2,11,2025,2,10,2025,3,13,32,No anomaly,No
INV103784,CUST004224,SVC4072,AGT037,Pending,Plan Change,Wallet,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,Circle-West,1000,707.57,31,2023,12,5,2023,12,2,2024,1,2,32,Usage mismatch,No
INV105801,CUST007775,SVC1489,AGT064,Pending,Bill Payment,Credit Card,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,Rural-Zone,25,22.03,28,2025,4,27,2025,4,23,2025,5,21,29,No anomaly,No
INV104914,CUST004076,SVC8666,AGT121,Pending,Renewal,Cash,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,Circle-North,200,37.53,28,2024,1,9,2024,1,7,2024,2,4,29,No anomaly,No
INV102781,CUST001354,SVC6555,AGT053,Pending,New Connection,Net Banking,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,Circle-North,1000,573.81,28,2024,11,30,2024,11,29,2024,12,27,29,No anomaly,No
INV104871,CUST007430,SVC5331,AGT019,Pending,New Connection,Cash,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,Metro-A,1000,237.54,30,2024,3,15,2024,3,13,2024,4,12,31,No anomaly,No
INV103898,CUST005202,SVC3928,AGT072,Pending,Plan Change,Cash,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,Circle-West,25,5.56,28,2024,7,26,2024,7,25,2024,8,22,29,No anomaly,No
INV100385,CUST006861,SVC3018,AGT116,Paid,Recharge,Cash,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,Circle-East,30,26.41,30,2025,1,27,2025,1,23,2025,2,22,31,No anomaly,No
INV104667,CUST007506,SVC2976,AGT070,Pending,New Connection,Cash,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0.0,3538.82,Rural-Zone,100,64.54,30,2024,6,26,2024,6,21,2024,7,21,31,No anomaly,No
INV100945,CUST000170,SVC2802,AGT004,Paid,New Connection,Debit Card,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,Metro-B,75,26.92,30,2024,5,20,2024,5,19,2024,6,18,31,No anomaly,No
INV103183,CUST006202,SVC1346,AGT115,Pending,New Connection,Auto Debit,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,Metro-B,200,1.83,30,2024,9,3,2024,9,1,2024,10,1,31,No anomaly,No
INV104213,CUST005671,SVC9195,AGT107,Pending,New Connection,Auto Debit,Basic Starter,Prepaid,399,71.82,470.82,470.82,0.0,470.82,Circle-West,5,3.15,28,2024,2,1,2024,1,27,2024,2,24,29,No anomaly,No
INV104438,CUST002900,SVC8946,AGT076,Pending,Renewal,UPI,Basic Starter,Prepaid,399,71.82,470.82,470.82,0.0,470.82,Circle-West,5,0.17,28,2024,12,19,2024,12,18,2025,1,15,29,No anomaly,No
INV100333,CUST006705,SVC9561,AGT108,Paid,Bill Payment,Cash,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,Rural-Zone,40,31.95,30,2024,12,4,2024,11,29,2024,12,29,31,No anomaly,No
INV105544,CUST006118,SVC2961,AGT029,Pending,Bill Payment,Debit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,Circle-West,500,171.62,30,2024,4,30,2024,4,25,2024,5,25,31,No anomaly,No
INV102657,CUST002500,SVC7725,AGT056,Paid,Recharge,Wallet,Youth Special,Prepaid,599,107.82,706.82,706.82,706.82,0.0,Circle-East,10,3.98,30,2025,2,23,2025,2,19,2025,3,21,31,No anomaly,No
INV101507,CUST001094,SVC5774,AGT094,Pending,Renewal,Cash,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0.0,3538.82,Circle-East,100,16.87,30,2025,6,20,2025,6,19,2025,7,19,31,No anomaly,No
INV104015,CUST004640,SVC1579,AGT136,Pending,Renewal,Wallet,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,0.0,4718.82,Metro-B,150,98.11,30,2025,5,3,2025,5,2,2025,6,1,31,No anomaly,No
INV104103,CUST007606,SVC2707,AGT058,Paid,Renewal,Cash,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,Circle-South,1000,452.01,30,2025,7,6,2025,7,5,2025,8,4,31,No anomaly,No
INV101440,CUST000047,SVC7345,AGT046,Pending,Recharge,Credit Card,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0.0,3538.82,Circle-North,100,46.19,30,2024,2,14,2024,2,12,2024,3,13,31,No anomaly,No
INV101918,CUST000583,SVC9128,AGT025,Paid,Plan Change,Cash,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,Circle-West,30,19.0,30,2025,7,25,2025,7,21,2025,8,20,31,No anomaly,No
INV100701,CUST001628,SVC2382,AGT107,Pending,Renewal,Debit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,Circle-South,500,379.78,28,2024,6,5,2024,6,3,2024,7,1,29,No anomaly,No
INV100055,CUST006816,SVC7906,AGT065,Pending,New Connection,Net Banking,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,Metro-A,25,17.86,28,2025,7,1,2025,6,27,2025,7,25,29,No anomaly,No
INV100026,CUST001073,SVC5915,AGT118,Paid,Renewal,Auto Debit,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,Metro-A,25,6.31,30,2024,7,29,2024,7,26,2024,8,25,31,No anomaly,No
INV101699,CUST004145,SVC8182,AGT090,Pending,Plan Change,Cash,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0.0,1768.82,Circle-West,30,14.78,31,2023,10,5,2023,10,1,2023,11,1,32,No anomaly,No
INV102991,CUST000749,SVC1319,AGT005,Pending,Renewal,Credit Card,Basic Starter,Prepaid,399,71.82,470.82,470.82,0.0,470.82,Metro-A,5,1.68,30,2024,4,10,2024,4,5,2024,5,5,31,No anomaly,No
INV101356,CUST002515,SVC4498,AGT101,Pending,Plan Change,Net Banking,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,Metro-A,1000,356.08,28,2024,3,14,2024,3,9,2024,4,6,29,No anomaly,No
INV101515,CUST000258,SVC5131,AGT100,Pending,Plan Change,Auto Debit,Smart Connect,Prepaid,699,125.82,824.82,824.82,0.0,824.82,Circle-South,15,0.94,28,2025,6,29,2025,6,27,2025,7,25,29,No anomaly,No
INV103061,CUST000440,SVC6366,AGT018,Pending,New Connection,Credit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,Rural-Zone,500,39.54,31,2024,7,4,2024,7,1,2024,8,1,32,No anomaly,No
INV103075,CUST005400,SVC8437,AGT051,Paid,Renewal,Cash,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,Rural-Zone,750,37.27,30,2024,1,4,2023,12,30,2024,1,29,31,No anomaly,No
INV104071,CUST001431,SVC6373,AGT066,Pending,New Connection,Credit Card,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0.0,3538.82,Circle-North,100,63.71,30,2025,8,7,2025,8,2,2025,9,1,31,No anomaly,No
INV100882,CUST005451,SVC1562,AGT082,Pending,Renewal,Wallet,Youth Special,Prepaid,599,107.82,706.82,706.82,0.0,706.82,Circle-West,10,1.39,30,2024,2,14,2024,2,9,2024,3,10,31,No anomaly,No
INV104189,CUST000673,SVC3377,AGT008,Pending,Plan Change,Auto Debit,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0.0,1768.82,Metro-B,30,2.73,28,2024,3,11,2024,3,8,2024,4,5,29,No anomaly,No
INV102079,CUST001119,SVC6464,AGT145,Paid,New Connection,Credit Card,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,Rural-Zone,1000,470.19,30,2024,2,23,2024,2,22,2024,3,23,31,No anomaly,No
INV100599,CUST001147,SVC1584,AGT050,Pending,New Connection,Cash,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,Circle-East,1000,698.56,28,2025,4,22,2025,4,21,2025,5,19,29,No anomaly,No
INV104691,CUST002476,SVC8927,AGT010,Pending,Plan Change,Debit Card,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,0.0,2948.82,Circle-South,75,40.5,28,2025,6,1,2025,5,31,2025,6,28,29,No anomaly,No
INV105614,CUST002787,SVC7612,AGT076,Paid,Bill Payment,Debit Card,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,Circle-North,1000,722.17,30,2024,6,22,2024,6,20,2024,7,20,31,No anomaly,No
INV100645,CUST004554,SVC8571,AGT146,Pending,Plan Change,Debit Card,Basic Starter,Prepaid,399,71.82,470.82,470.82,0.0,470.82,Metro-B,5,1.97,30,2025,7,26,2025,7,22,2025,8,21,31,No anomaly,No
INV104342,CUST004948,SVC1894,AGT057,Pending,Recharge,Auto Debit,Basic Starter,Prepaid,399,71.82,470.82,470.82,0.0,470.82,Rural-Zone,5,0.58,30,2024,11,7,2024,11,3,2024,12,3,31,No anomaly,No
INV104514,CUST003707,SVC1496,AGT081,Pending,Plan Change,Net Banking,Youth Special,Prepaid,599,107.82,706.82,706.82,0.0,706.82,Circle-North,10,5.39,28,2023,9,24,2023,9,21,2023,10,19,29,No anomaly,No
INV101434,CUST002096,SVC8759,AGT099,Pending,Bill Payment,Auto Debit,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,Metro-A,750,250.44,30,2025,4,17,2025,4,13,2025,5,13,31,No anomaly,No
INV101901,CUST002818,SVC3094,AGT096,Pending,Bill Payment,UPI,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,0.0,2948.82,Rural-Zone,75,55.87,31,2024,1,21,2024,1,19,2024,2,19,32,No anomaly,No
INV101806,CUST004326,SVC4835,AGT139,Pending,Recharge,Wallet,Smart Connect,Prepaid,699,125.82,824.82,824.82,0.0,824.82,Circle-East,15,11.18,28,2025,4,3,2025,3,29,2025,4,26,29,No anomaly,No
INV102303,CUST003514,SVC5357,AGT003,Paid,Bill Payment,Wallet,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,Circle-East,5,3.07,30,2023,9,15,2023,9,10,2023,10,10,31,No anomaly,No
INV105424,CUST005191,SVC5682,AGT112,Pending,Renewal,Wallet,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,Circle-North,200,90.49,28,2023,12,25,2023,12,21,2024,1,18,29,No anomaly,No
INV102828,CUST002004,SVC4103,AGT023,Paid,Bill Payment,UPI,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,Circle-North,30,25.96,30,2025,4,10,2025,4,9,2025,5,9,31,No anomaly,No
INV105305,CUST001493,SVC4526,AGT085,Pending,Recharge,UPI,Youth Special,Prepaid,599,107.82,706.82,706.82,0.0,706.82,Metro-A,10,0.06,31,2023,10,16,2023,10,14,2023,11,14,32,No anomaly,No
INV102414,CUST000067,SVC5743,AGT004,Paid,Bill Payment,UPI,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,Circle-North,1000,831.11,30,2024,1,27,2024,1,26,2024,2,25,31,No anomaly,No
INV105559,CUST000043,SVC8365,AGT124,Pending,Renewal,Auto Debit,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,Circle-North,25,7.58,30,2024,1,25,2024,1,20,2024,2,19,31,No anomaly,No
INV108518,CUST000357,SVC4726,AGT014,Paid,Renewal,Debit Card,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,Rural-Zone,200,101.1,30,2024,3,26,2024,3,21,2024,4,20,31,No anomaly,No
INV100468,CUST003828,SVC9856,AGT070,Pending,Bill Payment,Net Banking,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0.0,2358.82,Metro-B,50,41.05,30,2024,5,23,2024,5,20,2024,6,19,31,No anomaly,No
INV102884,CUST003943,SVC8809,AGT022,Pending,Renewal,Debit Card,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0.0,1768.82,Rural-Zone,30,25.98,31,2024,9,21,2024,9,17,2024,10,18,32,No anomaly,No
INV103835,CUST001700,SVC7639,AGT080,Paid,Bill Payment,Credit Card,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0.0,Circle-East,150,33.58,30,2025,5,22,2025,5,17,2025,6,16,31,No anomaly,No
INV102048,CUST005516,SVC7464,AGT006,Pending,New Connection,Credit Card,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,Circle-East,750,139.05,31,2024,1,29,2024,1,28,2024,2,28,32,No anomaly,No
INV104590,CUST003780,SVC2709,AGT064,Pending,Renewal,Cash,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,0.0,1532.82,Circle-West,40,14.09,30,2025,5,14,2025,5,13,2025,6,12,31,No anomaly,No
INV103336,CUST007281,SVC1682,AGT142,Pending,Bill Payment,Cash,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,0.0,1532.82,Circle-East,40,37.77,31,2023,12,6,2023,12,3,2024,1,3,32,No anomaly,No
INV101936,CUST001292,SVC2697,AGT003,Pending,Bill Payment,Net Banking,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,Metro-B,750,71.08,31,2024,12,28,2024,12,26,2025,1,26,32,No anomaly,No
INV102361,CUST004920,SVC3292,AGT086,Pending,Bill Payment,UPI,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0.0,2358.82,Circle-East,50,43.29,30,2025,4,24,2025,4,23,2025,5,23,31,No anomaly,No
INV105475,CUST003794,SVC1996,AGT090,Paid,Plan Change,Auto Debit,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,Circle-North,25,3.01,30,2025,4,6,2025,4,2,2025,5,2,31,No anomaly,No
INV103661,CUST007925,SVC4053,AGT009,Pending,Renewal,Credit Card,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,Metro-A,750,100.2,30,2023,11,21,2023,11,19,2023,12,19,31,No anomaly,No
INV100523,CUST001342,SVC4166,AGT058,Pending,New Connection,Net Banking,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,Rural-Zone,25,11.25,30,2025,3,31,2025,3,27,2025,4,26,31,No anomaly,No
INV104896,CUST000047,SVC3545,AGT144,Pending,New Connection,Debit Card,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,0.0,4718.82,Metro-B,150,67.02,31,2024,11,2,2024,11,1,2024,12,2,32,Usage mismatch,No
INV101631,CUST005475,SVC4167,AGT086,Paid,New Connection,Credit Card,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0.0,Metro-A,50,3.57,30,2025,1,5,2025,1,1,2025,1,31,31,No anomaly,No
INV104784,CUST004676,SVC6886,AGT118,Pending,Bill Payment,Debit Card,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,0.0,4718.82,Circle-North,150,73.93,28,2024,8,24,2024,8,23,2024,9,20,29,No anomaly,No
INV108644,CUST002112,SVC4107,AGT131,Paid,New Connection,Net Banking,Youth Special,Prepaid,599,107.82,706.82,706.82,706.82,0.0,Circle-South,10,9.12,30,2024,11,3,2024,10,31,2024,11,30,31,No anomaly,No
INV102880,CUST005158,SVC1960,AGT026,Pending,Renewal,Debit Card,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0.0,2358.82,Circle-South,50,43.84,31,2025,5,24,2025,5,23,2025,6,23,32,No anomaly,No
INV100034,CUST006140,SVC3532,AGT061,Pending,Plan Change,Auto Debit,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,Rural-Zone,200,185.03,28,2025,5,29,2025,5,24,2025,6,21,29,No anomaly,No
INV100739,CUST001058,SVC3839,AGT052,Paid,Plan Change,Wallet,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,Circle-South,75,47.53,30,2025,1,18,2025,1,15,2025,2,14,31,No anomaly,No
INV104170,CUST004066,SVC1253,AGT136,Pending,Renewal,Net Banking,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,Rural-Zone,500,410.72,30,2024,4,22,2024,4,18,2024,5,18,31,No anomaly,No
INV100365,CUST001013,SVC9966,AGT065,Pending,Recharge,Cash,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0.0,2358.82,Metro-B,50,21.1,30,2024,6,7,2024,6,6,2024,7,6,31,No anomaly,No
INV103217,CUST005031,SVC6948,AGT072,Pending,New Connection,Net Banking,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,0.0,1532.82,Circle-South,40,19.54,31,2024,11,25,2024,11,23,2024,12,24,32,No anomaly,No
INV102702,CUST002409,SVC9252,AGT095,Paid,Plan Change,Auto Debit,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,Circle-West,1000,1.46,30,2023,10,11,2023,10,6,2023,11,5,31,No anomaly,No
INV101208,CUST002838,SVC8280,AGT039,Pending,Recharge,Auto Debit,Youth Special,Prepaid,599,107.82,706.82,706.82,0.0,706.82,Circle-West,10,3.24,31,2025,2,2,2025,2,1,2025,3,4,32,No anomaly,No
INV104407,CUST000241,SVC7484,AGT114,Paid,Plan Change,Credit Card,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,Rural-Zone,30,18.74,30,2024,7,11,2024,7,9,2024,8,8,31,No anomaly,No
INV103254,CUST002405,SVC7149,AGT133,Pending,Renewal,Wallet,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,Metro-A,25,2.93,28,2024,6,15,2024,6,13,2024,7,11,29,No anomaly,No
INV103380,CUST005624,SVC6333,AGT116,Pending,Recharge,Cash,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0.0,2358.82,Rural-Zone,50,27.75,28,2024,12,5,2024,12,2,2024,12,30,29,No anomaly,No
INV102901,CUST000143,SVC8054,AGT031,Pending,Recharge,Debit Card,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,0.0,2948.82,Rural-Zone,75,29.18,31,2024,5,8,2024,5,6,2024,6,6,32,No anomaly,No
INV101204,CUST001763,SVC8158,AGT071,Pending,Plan Change,UPI,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,Circle-East,500,272.33,31,2024,11,20,2024,11,19,2024,12,20,32,No anomaly,No
INV102577,CUST005970,SVC7496,AGT042,Pending,Recharge,Net Banking,Smart Connect,Prepaid,699,125.82,824.82,824.82,0.0,824.82,Metro-B,15,0.35,28,2023,10,3,2023,9,28,2023,10,26,29,No anomaly,No
INV101864,CUST005990,SVC3157,AGT135,Pending,New Connection,Credit Card,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0.0,1768.82,Circle-South,30,18.66,28,2025,1,11,2025,1,7,2025,2,4,29,No anomaly,No
INV102927,CUST004249,SVC1712,AGT068,Paid,New Connection,Wallet,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,Rural-Zone,5,3.13,30,2025,7,9,2025,7,6,2025,8,5,31,No anomaly,No
