Invoice_number,Customer_id,Service_id,Agent_id,Billing_date,Payment_status,Transaction_type,Mode_of_payment,Plan_name,Plan_category,Plan_charge,Tax_amount,Actual_amount,Billed_amount,Paid_amount,Balance_amount,Plan_start_date,Plan_end_date,Zone_area,Data_bought,Data_used,Billing_cycle,Invoice_Num_Int,Is_Duplicate,Billing_date_year,Billing_date_month,Billing_date_day,Plan_start_date_year,Plan_start_date_month,Plan_start_date_day,Plan_end_date_year,Plan_end_date_month,Plan_end_date_day,No_of_valid_days,Leakage,Anomaly_type
INV102756,CUST004595,SVC4921,AGT092,2023-11-04,Pending,New Connection,Cash,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,2023-11-02,2023-11-30,Circle-South,200,83.69,28,102756,0,2023,11,4,2023,11,2,2023,11,30,29,No,No anomaly
INV102757,CUST001033,SVC7452,AGT127,2024-02-23,Pending,New Connection,Auto Debit,Smart Connect,Prepaid,699,125.82,824.82,824.82,0.0,824.82,2024-02-22,2024-03-24,Circle-East,15,10.38,31,102757,0,2024,2,23,2024,2,22,2024,3,24,32,No,Usage mismatch
INV102758,CUST002718,SVC7225,AGT039,2024-10-23,Pending,Bill Payment,Debit Card,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,0.0,1532.82,2024-10-19,2024-11-19,Circle-North,40,31.72,31,102758,0,2024,10,23,2024,10,19,2024,11,19,32,No,No anomaly
INV102759,CUST007382,SVC1026,AGT029,2025-03-19,Paid,Bill Payment,Debit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,2025-03-14,2025-04-13,Metro-B,500,340.53,30,102759,0,2025,3,19,2025,3,14,2025,4,13,31,No,No anomaly
INV102760,CUST004213,SVC6617,AGT110,2024-12-09,Pending,Bill Payment,Cash,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0.0,1768.82,2024-12-08,2025-01-07,Circle-North,30,25.6,30,102760,0,2024,12,9,2024,12,8,2025,1,7,31,No,No anomaly
INV102761,CUST005004,SVC7540,AGT072,2023-11-20,Pending,Renewal,Auto Debit,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,2023-11-16,2023-12-14,Circle-East,750,357.95,28,102761,0,2023,11,20,2023,11,16,2023,12,14,29,No,No anomaly
INV102762,CUST003891,SVC6484,AGT038,2025-04-17,Pending,New Connection,Debit Card,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,0.0,4718.82,2025-04-14,2025-05-12,Circle-North,150,118.41,28,102762,0,2025,4,17,2025,4,14,2025,5,12,29,No,No anomaly
INV102763,CUST005601,SVC6402,AGT041,2024-07-15,Pending,Bill Payment,Cash,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,2024-07-11,2024-08-10,Circle-East,500,426.18,30,102763,0,2024,7,15,2024,7,11,2024,8,10,31,No,No anomaly
INV102764,CUST005619,SVC2054,AGT075,2023-11-05,Pending,Bill Payment,Net Banking,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,2023-11-01,2023-12-02,Circle-West,25,2.07,31,102764,0,2023,11,5,2023,11,1,2023,12,2,32,No,No anomaly
INV102766,CUST000590,SVC6868,AGT112,2025-05-10,Pending,Renewal,Credit Card,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0.0,1768.82,2025-05-06,2025-06-06,Circle-East,30,22.43,31,102766,0,2025,5,10,2025,5,6,2025,6,6,32,No,Usage mismatch
INV102767,CUST005920,SVC1130,AGT013,2025-01-01,Pending,Bill Payment,Debit Card,Youth Special,Prepaid,599,107.82,706.82,706.82,0.0,706.82,2024-12-27,2025-01-27,Circle-North,10,2.26,31,102767,0,2025,1,1,2024,12,27,2025,1,27,32,No,No anomaly
INV102768,CUST006858,SVC1616,AGT022,2024-08-14,Pending,Renewal,Wallet,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,2024-08-13,2024-09-12,Circle-South,500,372.53,30,102768,0,2024,8,14,2024,8,13,2024,9,12,31,No,No anomaly
INV102769,CUST002301,SVC9871,AGT056,2024-06-03,Paid,Renewal,Auto Debit,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,2024-05-31,2024-06-30,Circle-West,500,59.97,30,102769,0,2024,6,3,2024,5,31,2024,6,30,31,No,No anomaly
INV102770,CUST004651,SVC9518,AGT066,2025-06-07,Pending,Recharge,Cash,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,2025-06-03,2025-07-01,Circle-West,500,262.82,28,102770,0,2025,6,7,2025,6,3,2025,7,1,29,No,No anomaly
INV102772,CUST007219,SVC9634,AGT103,2025-05-18,Paid,Recharge,Cash,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,2025-05-14,2025-06-13,Circle-South,30,10.68,30,102772,0,2025,5,18,2025,5,14,2025,6,13,31,No,No anomaly
INV102773,CUST000130,SVC6653,AGT063,2024-04-10,Pending,Bill Payment,Debit Card,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0.0,1768.82,2024-04-07,2024-05-05,Circle-South,30,11.88,28,102773,0,2024,4,10,2024,4,7,2024,5,5,29,No,No anomaly
INV102774,CUST006756,SVC7601,AGT036,2025-03-01,Pending,Recharge,Debit Card,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,0.0,2948.82,2025-02-25,2025-03-25,Metro-A,75,66.36,28,102774,0,2025,3,1,2025,2,25,2025,3,25,29,No,No anomaly
INV102775,CUST006985,SVC5897,AGT147,2025-04-26,Pending,New Connection,Credit Card,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,2025-04-24,2025-05-25,Circle-East,1000,878.92,31,102775,0,2025,4,26,2025,4,24,2025,5,25,32,No,Usage mismatch
INV102776,CUST006053,SVC3515,AGT129,2024-11-18,Pending,Renewal,Cash,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,2024-11-13,2024-12-14,Metro-A,500,194.16,31,102776,0,2024,11,18,2024,11,13,2024,12,14,32,No,No anomaly
INV102778,CUST003415,SVC5256,AGT056,2024-12-30,Paid,Bill Payment,UPI,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,2024-12-29,2025-01-28,Circle-South,40,14.68,30,102778,0,2024,12,30,2024,12,29,2025,1,28,31,No,No anomaly
INV102779,CUST004598,SVC1366,AGT124,2024-04-14,Pending,Renewal,Credit Card,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,0.0,1532.82,2024-04-11,2024-05-09,Circle-West,40,0.1,28,102779,0,2024,4,14,2024,4,11,2024,5,9,29,No,No anomaly
INV102781,CUST001354,SVC6555,AGT053,2024-11-30,Pending,New Connection,Net Banking,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,2024-11-29,2024-12-27,Circle-North,1000,573.81,28,102781,0,2024,11,30,2024,11,29,2024,12,27,29,No,No anomaly
INV102782,CUST003899,SVC5458,AGT113,2024-02-08,Pending,Recharge,Net Banking,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,2024-02-06,2024-03-08,Circle-North,500,314.91,31,102782,0,2024,2,8,2024,2,6,2024,3,8,32,No,Usage mismatch
INV102783,CUST002672,SVC5964,AGT068,2025-02-16,Pending,Plan Change,Cash,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,2025-02-15,2025-03-18,Rural-Zone,25,0.45,31,102783,0,2025,2,16,2025,2,15,2025,3,18,32,No,No anomaly
INV102784,CUST000835,SVC6509,AGT106,2025-04-04,Pending,Bill Payment,Debit Card,Smart Connect,Prepaid,699,125.82,824.82,824.82,0.0,824.82,2025-03-30,2025-04-27,Metro-B,15,9.37,28,102784,0,2025,4,4,2025,3,30,2025,4,27,29,No,No anomaly
INV102787,CUST002154,SVC4938,AGT019,2024-11-24,Pending,Renewal,Cash,Youth Special,Prepaid,599,107.82,706.82,706.82,0.0,706.82,2024-11-22,2024-12-20,Circle-East,10,5.84,28,102787,0,2024,11,24,2024,11,22,2024,12,20,29,No,No anomaly
INV102788,CUST004100,SVC6517,AGT103,2023-11-12,Pending,Renewal,Credit Card,Smart Connect,Prepaid,699,125.82,824.82,824.82,0.0,824.82,2023-11-09,2023-12-09,Metro-B,15,6.67,30,102788,0,2023,11,12,2023,11,9,2023,12,9,31,No,No anomaly
INV102789,CUST004375,SVC6387,AGT096,2023-09-08,Pending,Recharge,Debit Card,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,2023-09-04,2023-10-05,Circle-East,25,2.26,31,102789,0,2023,9,8,2023,9,4,2023,10,5,32,No,No anomaly
INV102790,CUST007920,SVC7109,AGT090,2025-02-09,Paid,Bill Payment,Credit Card,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,2025-02-07,2025-03-09,Rural-Zone,1000,509.59,30,102790,0,2025,2,9,2025,2,7,2025,3,9,31,No,No anomaly
INV102791,CUST002967,SVC9217,AGT026,2023-10-17,Pending,Recharge,Net Banking,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,2023-10-12,2023-11-09,Metro-A,1000,791.22,28,102791,0,2023,10,17,2023,10,12,2023,11,9,29,No,No anomaly
INV102793,CUST007994,SVC8284,AGT025,2023-12-24,Pending,Renewal,Cash,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,0.0,4718.82,2023-12-21,2024-01-20,Circle-South,150,114.98,30,102793,0,2023,12,24,2023,12,21,2024,1,20,31,No,No anomaly
INV102794,CUST002862,SVC6232,AGT147,2025-01-14,Pending,Renewal,Credit Card,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,2025-01-12,2025-02-12,Circle-East,750,88.7,31,102794,0,2025,1,14,2025,1,12,2025,2,12,32,No,No anomaly
INV102795,CUST003297,SVC1607,AGT032,2025-01-26,Pending,Recharge,Credit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,2025-01-23,2025-02-20,Metro-B,500,339.1,28,102795,0,2025,1,26,2025,1,23,2025,2,20,29,No,No anomaly
INV102796,CUST005045,SVC1511,AGT011,2024-08-11,Paid,New Connection,Net Banking,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,2024-08-10,2024-09-09,Circle-West,750,327.83,30,102796,0,2024,8,11,2024,8,10,2024,9,9,31,No,No anomaly
INV102797,CUST004005,SVC9896,AGT111,2025-03-13,Pending,Bill Payment,Debit Card,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,0.0,4718.82,2025-03-08,2025-04-05,Circle-East,150,81.88,28,102797,0,2025,3,13,2025,3,8,2025,4,5,29,No,No anomaly
INV102798,CUST001279,SVC2799,AGT094,2024-01-04,Pending,Bill Payment,Auto Debit,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,2024-01-03,2024-02-03,Rural-Zone,25,21.47,31,102798,0,2024,1,4,2024,1,3,2024,2,3,32,No,No anomaly
INV102799,CUST002048,SVC6782,AGT051,2023-09-26,Pending,Recharge,Net Banking,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,0.0,2948.82,2023-09-22,2023-10-23,Metro-B,75,28.63,31,102799,0,2023,9,26,2023,9,22,2023,10,23,32,No,No anomaly
INV102800,CUST000474,SVC8445,AGT033,2023-11-11,Pending,Plan Change,Wallet,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,2023-11-06,2023-12-07,Circle-East,25,1.08,31,102800,0,2023,11,11,2023,11,6,2023,12,7,32,No,No anomaly
INV102801,CUST006720,SVC2744,AGT050,2024-09-20,Paid,Bill Payment,Credit Card,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,2024-09-18,2024-10-18,Metro-A,30,22.82,30,102801,0,2024,9,20,2024,9,18,2024,10,18,31,No,No anomaly
INV102802,CUST002539,SVC3702,AGT127,2024-12-07,Pending,Renewal,Wallet,Smart Connect,Prepaid,699,125.82,824.82,824.82,0.0,824.82,2024-12-02,2025-01-01,Metro-B,15,12.98,30,102802,0,2024,12,7,2024,12,2,2025,1,1,31,No,No anomaly
INV102803,CUST006324,SVC7783,AGT114,2024-10-07,Pending,New Connection,Cash,Youth Special,Prepaid,599,107.82,706.82,706.82,0.0,706.82,2024-10-05,2024-11-05,Circle-North,10,4.56,31,102803,0,2024,10,7,2024,10,5,2024,11,5,32,No,Usage mismatch
INV102804,CUST005518,SVC4740,AGT094,2024-05-08,Paid,Recharge,Auto Debit,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,2024-05-07,2024-06-06,Circle-North,200,173.69,30,102804,0,2024,5,8,2024,5,7,2024,6,6,31,No,No anomaly
INV102808,CUST004478,SVC3404,AGT086,2024-12-13,Pending,Bill Payment,Auto Debit,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,0.0,4718.82,2024-12-12,2025-01-11,Circle-North,150,112.53,30,102808,0,2024,12,13,2024,12,12,2025,1,11,31,No,No anomaly
INV102809,CUST003050,SVC4518,AGT047,2023-11-30,Pending,Renewal,Cash,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,2023-11-27,2023-12-25,Rural-Zone,25,8.97,28,102809,0,2023,11,30,2023,11,27,2023,12,25,29,No,No anomaly
INV102811,CUST001689,SVC9845,AGT026,2023-10-09,Pending,Bill Payment,Debit Card,Smart Connect,Prepaid,699,125.82,824.82,824.82,0.0,824.82,2023-10-08,2023-11-08,Circle-South,15,2.06,31,102811,0,2023,10,9,2023,10,8,2023,11,8,32,No,No anomaly
INV102813,CUST004279,SVC4994,AGT051,2025-03-07,Paid,Plan Change,UPI,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,2025-03-06,2025-04-05,Circle-North,500,123.99,30,102813,0,2025,3,7,2025,3,6,2025,4,5,31,No,No anomaly
INV102814,CUST001697,SVC7376,AGT003,2024-09-02,Pending,Plan Change,Credit Card,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0.0,2358.82,2024-08-31,2024-09-30,Circle-East,50,8.03,30,102814,0,2024,9,2,2024,8,31,2024,9,30,31,No,No anomaly
INV102815,CUST004695,SVC1173,AGT108,2025-07-13,Pending,Recharge,Net Banking,Youth Special,Prepaid,599,107.82,706.82,706.82,0.0,706.82,2025-07-09,2025-08-06,Metro-A,10,0.44,28,102815,0,2025,7,13,2025,7,9,2025,8,6,29,No,No anomaly
INV102818,CUST003195,SVC4643,AGT012,2024-01-03,Pending,Plan Change,Auto Debit,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,2024-01-02,2024-02-02,Circle-West,750,73.37,31,102818,0,2024,1,3,2024,1,2,2024,2,2,32,No,Usage mismatch
INV102819,CUST003518,SVC8655,AGT077,2024-07-01,Pending,New Connection,Wallet,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,0.0,4718.82,2024-06-28,2024-07-26,Circle-East,150,36.58,28,102819,0,2024,7,1,2024,6,28,2024,7,26,29,No,No anomaly
INV102820,CUST000168,SVC7339,AGT065,2024-10-07,Paid,Bill Payment,Credit Card,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0.0,2024-10-04,2024-11-03,Circle-East,150,86.81,30,102820,0,2024,10,7,2024,10,4,2024,11,3,31,No,No anomaly
INV102823,CUST000549,SVC5079,AGT102,2023-11-30,Pending,Plan Change,Auto Debit,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,2023-11-29,2023-12-29,Rural-Zone,25,21.9,30,102823,0,2023,11,30,2023,11,29,2023,12,29,31,No,No anomaly
INV102825,CUST003016,SVC9933,AGT060,2024-06-05,Paid,Bill Payment,Auto Debit,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,2024-06-03,2024-07-03,Circle-North,40,7.56,30,102825,0,2024,6,5,2024,6,3,2024,7,3,31,No,No anomaly
INV102828,CUST002004,SVC4103,AGT023,2025-04-10,Paid,Bill Payment,UPI,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,2025-04-09,2025-05-09,Circle-North,30,25.96,30,102828,0,2025,4,10,2025,4,9,2025,5,9,31,No,No anomaly
INV102830,CUST003702,SVC1933,AGT147,2025-03-07,Pending,Renewal,Credit Card,Basic Starter,Prepaid,399,71.82,470.82,470.82,0.0,470.82,2025-03-06,2025-04-05,Metro-B,5,1.95,30,102830,0,2025,3,7,2025,3,6,2025,4,5,31,No,No anomaly
INV102831,CUST002076,SVC9861,AGT060,2023-11-06,Paid,Bill Payment,Wallet,Youth Special,Prepaid,599,107.82,706.82,706.82,706.82,0.0,2023-11-03,2023-12-03,Circle-North,10,9.15,30,102831,0,2023,11,6,2023,11,3,2023,12,3,31,No,No anomaly
INV102832,CUST004566,SVC8430,AGT104,2024-09-27,Pending,Recharge,Net Banking,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0.0,3538.82,2024-09-23,2024-10-21,Rural-Zone,100,10.95,28,102832,0,2024,9,27,2024,9,23,2024,10,21,29,No,No anomaly
INV102833,CUST002541,SVC6318,AGT117,2024-09-26,Pending,Plan Change,Auto Debit,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,2024-09-25,2024-10-25,Metro-A,750,199.37,30,102833,0,2024,9,26,2024,9,25,2024,10,25,31,No,No anomaly
INV102834,CUST002165,SVC7884,AGT116,2024-01-31,Paid,Renewal,Auto Debit,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,2024-01-30,2024-02-29,Circle-South,750,160.88,30,102834,0,2024,1,31,2024,1,30,2024,2,29,31,No,No anomaly
INV102835,CUST007348,SVC9738,AGT012,2024-08-26,Pending,Bill Payment,UPI,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,2024-08-25,2024-09-24,Circle-West,25,12.89,30,102835,0,2024,8,26,2024,8,25,2024,9,24,31,No,No anomaly
INV102836,CUST003171,SVC1320,AGT088,2025-06-18,Paid,Renewal,Debit Card,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0.0,2025-06-13,2025-07-13,Circle-South,15,14.12,30,102836,0,2025,6,18,2025,6,13,2025,7,13,31,No,No anomaly
INV102837,CUST005883,SVC5897,AGT123,2025-01-16,Pending,Recharge,Auto Debit,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,0.0,4718.82,2025-01-11,2025-02-11,Metro-A,150,116.51,31,102837,0,2025,1,16,2025,1,11,2025,2,11,32,No,No anomaly
INV102838,CUST007219,SVC8365,AGT093,2024-07-15,Pending,Renewal,Cash,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0.0,2358.82,2024-07-11,2024-08-10,Circle-West,50,18.63,30,102838,0,2024,7,15,2024,7,11,2024,8,10,31,No,No anomaly
INV102840,CUST005574,SVC1405,AGT053,2025-05-25,Pending,Bill Payment,Credit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,2025-05-20,2025-06-17,Circle-East,500,127.47,28,102840,0,2025,5,25,2025,5,20,2025,6,17,29,No,No anomaly
INV102841,CUST000094,SVC8108,AGT098,2025-08-06,Pending,Bill Payment,Cash,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,2025-08-02,2025-09-02,Circle-East,1000,704.56,31,102841,0,2025,8,6,2025,8,2,2025,9,2,32,No,No anomaly
INV102842,CUST006405,SVC9976,AGT122,2024-10-31,Paid,New Connection,Wallet,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0.0,2024-10-29,2024-11-28,Rural-Zone,150,132.74,30,102842,0,2024,10,31,2024,10,29,2024,11,28,31,No,No anomaly
INV102843,CUST006201,SVC4360,AGT146,2024-11-02,Pending,Bill Payment,Auto Debit,Youth Special,Prepaid,599,107.82,706.82,706.82,0.0,706.82,2024-10-29,2024-11-26,Circle-South,10,4.45,28,102843,0,2024,11,2,2024,10,29,2024,11,26,29,No,No anomaly
INV102844,CUST007204,SVC8275,AGT018,2024-03-01,Pending,New Connection,Credit Card,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,0.0,4718.82,2024-02-26,2024-03-27,Circle-South,150,83.97,30,102844,0,2024,3,1,2024,2,26,2024,3,27,31,No,No anomaly
INV102845,CUST005413,SVC1532,AGT105,2024-04-23,Pending,Bill Payment,Cash,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0.0,1768.82,2024-04-21,2024-05-21,Metro-B,30,4.91,30,102845,0,2024,4,23,2024,4,21,2024,5,21,31,No,No anomaly
INV102846,CUST006360,SVC4962,AGT014,2024-12-08,Paid,Plan Change,Debit Card,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0.0,2024-12-06,2025-01-05,Circle-East,15,9.75,30,102846,0,2024,12,8,2024,12,6,2025,1,5,31,No,No anomaly
INV102847,CUST003287,SVC1451,AGT097,2024-07-26,Pending,Bill Payment,UPI,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,2024-07-23,2024-08-20,Circle-West,500,10.71,28,102847,0,2024,7,26,2024,7,23,2024,8,20,29,No,No anomaly
INV102848,CUST001563,SVC6587,AGT113,2024-02-19,Pending,Bill Payment,Net Banking,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0.0,2358.82,2024-02-14,2024-03-13,Circle-North,50,31.08,28,102848,0,2024,2,19,2024,2,14,2024,3,13,29,No,No anomaly
INV102850,CUST003923,SVC6581,AGT063,2024-03-12,Pending,New Connection,Credit Card,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,2024-03-07,2024-04-07,Circle-East,25,6.82,31,102850,0,2024,3,12,2024,3,7,2024,4,7,32,No,No anomaly
INV102851,CUST002548,SVC3345,AGT136,2023-10-15,Pending,New Connection,UPI,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,2023-10-13,2023-11-10,Metro-B,200,66.51,28,102851,0,2023,10,15,2023,10,13,2023,11,10,29,No,No anomaly
INV102852,CUST000245,SVC8858,AGT143,2025-03-22,Pending,Recharge,Wallet,Youth Special,Prepaid,599,107.82,706.82,706.82,0.0,706.82,2025-03-20,2025-04-17,Circle-East,10,3.16,28,102852,0,2025,3,22,2025,3,20,2025,4,17,29,No,No anomaly
INV102854,CUST007901,SVC7794,AGT054,2025-06-02,Pending,Bill Payment,Auto Debit,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,0.0,4718.82,2025-06-01,2025-07-01,Circle-East,150,79.83,30,102854,0,2025,6,2,2025,6,1,2025,7,1,31,No,No anomaly
INV102855,CUST007255,SVC9509,AGT128,2024-05-03,Pending,Plan Change,Auto Debit,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,2024-04-29,2024-05-30,Rural-Zone,500,75.75,31,102855,0,2024,5,3,2024,4,29,2024,5,30,32,No,No anomaly
INV102856,CUST006531,SVC7696,AGT045,2024-12-23,Pending,Bill Payment,Auto Debit,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,2024-12-21,2025-01-18,Metro-A,200,107.8,28,102856,0,2024,12,23,2024,12,21,2025,1,18,29,No,No anomaly
INV102857,CUST000069,SVC4841,AGT050,2024-09-21,Pending,Plan Change,Wallet,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,0.0,1532.82,2024-09-18,2024-10-16,Circle-East,40,4.36,28,102857,0,2024,9,21,2024,9,18,2024,10,16,29,No,No anomaly
INV102859,CUST005986,SVC1059,AGT022,2025-04-02,Paid,Recharge,UPI,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,2025-04-01,2025-05-01,Circle-North,5,3.24,30,102859,0,2025,4,2,2025,4,1,2025,5,1,31,No,No anomaly
INV102860,CUST005076,SVC3252,AGT018,2023-10-04,Pending,New Connection,Auto Debit,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,2023-09-30,2023-10-30,Circle-North,25,12.58,30,102860,0,2023,10,4,2023,9,30,2023,10,30,31,No,No anomaly
INV102861,CUST000147,SVC2600,AGT092,2025-08-14,Pending,Plan Change,Net Banking,Youth Special,Prepaid,599,107.82,706.82,706.82,0.0,706.82,2025-08-10,2025-09-09,Circle-West,10,6.18,30,102861,0,2025,8,14,2025,8,10,2025,9,9,31,No,No anomaly
INV102865,CUST006075,SVC9708,AGT088,2024-05-17,Pending,Bill Payment,Cash,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0.0,3538.82,2024-05-13,2024-06-12,Metro-A,100,7.17,30,102865,0,2024,5,17,2024,5,13,2024,6,12,31,No,No anomaly
INV102866,CUST000876,SVC8082,AGT128,2023-10-31,Pending,Bill Payment,Auto Debit,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,2023-10-30,2023-11-29,Circle-South,750,31.55,30,102866,0,2023,10,31,2023,10,30,2023,11,29,31,No,No anomaly
INV102867,CUST004682,SVC3141,AGT012,2025-04-05,Paid,New Connection,Auto Debit,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,2025-03-31,2025-04-30,Circle-East,500,166.44,30,102867,0,2025,4,5,2025,3,31,2025,4,30,31,No,No anomaly
INV102869,CUST004142,SVC3646,AGT027,2024-07-11,Pending,Renewal,Wallet,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,0.0,1532.82,2024-07-09,2024-08-09,Circle-West,40,22.25,31,102869,0,2024,7,11,2024,7,9,2024,8,9,32,No,Usage mismatch
INV102870,CUST006571,SVC8268,AGT022,2025-06-22,Pending,Renewal,Wallet,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,2025-06-21,2025-07-21,Metro-B,25,20.01,30,102870,0,2025,6,22,2025,6,21,2025,7,21,31,No,No anomaly
INV102871,CUST000907,SVC6075,AGT047,2025-07-14,Pending,Renewal,Wallet,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,0.0,4718.82,2025-07-10,2025-08-07,Rural-Zone,150,99.18,28,102871,0,2025,7,14,2025,7,10,2025,8,7,29,No,No anomaly
INV102873,CUST001931,SVC8114,AGT119,2024-09-07,Pending,Recharge,Debit Card,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0.0,3538.82,2024-09-02,2024-09-30,Rural-Zone,100,69.12,28,102873,0,2024,9,7,2024,9,2,2024,9,30,29,No,No anomaly
INV102874,CUST002807,SVC5985,AGT119,2024-04-29,Paid,Bill Payment,Net Banking,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,2024-04-26,2024-05-26,Metro-B,25,14.95,30,102874,0,2024,4,29,2024,4,26,2024,5,26,31,No,No anomaly
INV102876,CUST001855,SVC5427,AGT137,2025-08-02,Paid,New Connection,Cash,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,2025-07-28,2025-08-27,Circle-North,200,144.95,30,102876,0,2025,8,2,2025,7,28,2025,8,27,31,No,No anomaly
INV102877,CUST005133,SVC1500,AGT013,2023-11-10,Pending,Bill Payment,UPI,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0.0,1768.82,2023-11-05,2023-12-03,Metro-A,30,27.39,28,102877,0,2023,11,10,2023,11,5,2023,12,3,29,No,No anomaly
INV102878,CUST003402,SVC3088,AGT074,2025-08-12,Pending,Plan Change,Net Banking,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,2025-08-09,2025-09-06,Circle-South,200,43.33,28,102878,0,2025,8,12,2025,8,9,2025,9,6,29,No,No anomaly
