Invoice_Number,Customer_ID,Service_ID,Billing_Date,Payment_Status,Leakage_Flag,Transaction_Type,Mode_of_Payment,Product_Name,Service,Product_Category,Service_Category,Product_Quantity,Tax_Amount,Actual_Amount,Billed_Amount,Paid_Amount,Balance_Amount,Unit_Price,Tax_Rate,Service_Charge,Discount_Amount,Store_Branch,Cashier_ID,Supplier_ID,Billing_Time,Customer_Type,Order_Channel,Anomaly_Type,Invoice_Num_Int,Is_Duplicate,actual_billing_amnt
INV14021,CUST3435,SRV002,2023-12-14,Paid,No Leakage,Sale,Cash,Eggs (12 pack),Standard Delivery,Dairy & Eggs,Delivery Services,7,88.2,490.0,618.2,618.2,0.0,70.0,0.18,40,0,Branch B,CASH003,SUP102,23:36:17,Regular,Phone,No Anomaly,14021,0,618.2
INV14030,CUST5145,SRV003,2023-09-23,Failed,Anomaly,Return,Cash,Chicken (1kg),Express Delivery,Meat & Fish,Delivery Services,4,50.0,1000.0,1130.0,426.5459558029473,703.4540441970527,250.0,0.05,80,0,Branch A,CASH011,SUP162,05:47:53,Wholesale,Phone,Payment Status Mismatch,14030,0,1130.0
INV14035,CUST8766,SRV002,2023-12-03,Paid,No Leakage,Sale,Debit Card,Onions (1kg),Standard Delivery,Fresh Vegetables,Delivery Services,3,21.6,120.0,181.6,181.6,0.0,40.0,0.18,40,0,Main Store,CASH005,SUP126,07:26:20,Premium,Online,No Anomaly,14035,0,181.6
INV14040,CUST7771,SRV001,2023-08-13,Paid,Anomaly,Return,Credit Card,Detergent (1kg),No Service,Household,No Service,6,216.0,1200.0,1416.0,1416.0,0.0,200.0,0.18,0,0,Branch A,CASH006,SUP161,19:24:25,Premium,In-Store,Duplicate Entries,14040,1,1416.0
INV14040,CUST7105,SRV001,2023-08-31,Pending,Anomaly,Sale,Cash,Biscuits (200g),No Service,Snacks,No Service,3,16.2,90.0,106.2,0.0,106.2,30.0,0.18,0,0,Branch B,CASH019,SUP199,14:59:55,Premium,Phone,Duplicate Entries,14040,1,106.2
INV14046,CUST3757,SRV003,2023-11-30,Failed,No Leakage,Return,Debit Card,Biscuits (200g),Express Delivery,Snacks,Delivery Services,4,14.4,120.0,214.4,0.0,214.4,30.0,0.12,80,0,Online,CASH001,SUP179,18:30:54,Wholesale,In-Store,No Anomaly,14046,0,214.4
INV14047,CUST9677,SRV002,2024-09-13,Failed,Anomaly,Return,Cash,Lentils (1kg),Standard Delivery,Grains & Cereals,Delivery Services,9,108.0,900.0,1048.0,111.5287343145609,936.4712656854392,100.0,0.12,40,0,Main Store,CASH020,SUP131,14:25:28,Wholesale,Online,Payment Status Mismatch,14047,0,1048.0
INV14049,CUST4632,SRV003,2024-07-08,Paid,Anomaly,Sale,Cash,Toothpaste (150g),Express Delivery,Personal Care,Delivery Services,3,32.4,180.0,292.4,234.273349554024,58.12665044597597,60.0,0.18,80,0,Branch B,CASH016,SUP120,23:23:12,New,Online,Under Payment,14049,0,292.4
INV14054,CUST7491,SRV003,2024-07-08,Pending,Anomaly,Sale,Cash,Bread (500g),Express Delivery,Bakery,Delivery Services,10,72.0,400.0,442.283339143117,0.0,442.283339143117,40.0,0.18,80,0,Branch A,CASH003,SUP157,04:31:44,New,In-Store,Missing Charges,14054,0,552.0
INV14055,CUST5843,SRV003,2024-02-02,Paid,Anomaly,Sale,Cash,Apples (1kg),Express Delivery,Fruits,Delivery Services,10,216.0,1200.0,1210.1557055122998,1210.1557055122998,0.0,120.0,0.18,80,0,Branch B,CASH014,SUP178,02:04:41,Regular,In-Store,Missing Charges,14055,0,1496.0
INV14058,CUST4037,SRV002,2023-10-16,Paid,Anomaly,Sale,Cheque,Potatoes (1kg),Standard Delivery,Fresh Vegetables,Delivery Services,6,10.5,210.0,260.5,299.41963649689774,-38.91963649689774,35.0,0.05,40,0,Branch A,CASH013,SUP141,22:57:19,Wholesale,In-Store,Excess Payment,14058,0,260.5
INV14059,CUST7890,SRV002,2023-05-07,Failed,Anomaly,Sale,Debit Card,Bananas (1kg),Standard Delivery,Fruits,Delivery Services,7,42.0,350.0,378.7433367632247,0.0,378.7433367632247,50.0,0.12,40,0,Branch A,CASH001,SUP198,01:32:04,Regular,In-Store,Missing Charges,14059,0,432.0
INV14069,CUST6064,SRV002,2023-05-27,Pending,No Leakage,Sale,UPI,Cheese (200g),Standard Delivery,Dairy & Eggs,Delivery Services,9,67.5,1350.0,1457.5,0.0,1457.5,150.0,0.05,40,0,Online,CASH006,SUP140,17:31:36,New,In-Store,No Anomaly,14069,0,1457.5
INV14075,CUST2199,SRV003,2023-01-04,Failed,Anomaly,Sale,Credit Card,Cheese (200g),Express Delivery,Dairy & Eggs,Delivery Services,9,67.5,1350.0,1497.5,386.6322946795688,1110.8677053204312,150.0,0.05,80,0,Branch B,CASH007,SUP193,17:28:13,Premium,In-Store,Payment Status Mismatch,14075,0,1497.5
INV14080,CUST4293,SRV002,2024-01-01,Pending,No Leakage,Return,Cheque,Tea Powder (250g),Standard Delivery,Beverages,Delivery Services,7,151.2,840.0,1031.2,0.0,1031.2,120.0,0.18,40,0,Online,CASH008,SUP175,15:50:21,Wholesale,In-Store,No Anomaly,14080,0,1031.2
INV14084,CUST1965,SRV002,2023-09-19,Paid,No Leakage,Sale,Net Banking,Milk (1L),Standard Delivery,Dairy & Eggs,Delivery Services,10,30.0,600.0,670.0,670.0,0.0,60.0,0.05,40,0,Branch B,CASH009,SUP106,09:45:24,Premium,Online,No Anomaly,14084,0,670.0
INV14087,CUST4360,SRV002,2024-09-18,Pending,No Leakage,Sale,UPI,Cheese (200g),Standard Delivery,Dairy & Eggs,Delivery Services,7,126.0,1050.0,1216.0,0.0,1216.0,150.0,0.12,40,0,Online,CASH017,SUP132,03:04:02,Regular,In-Store,No Anomaly,14087,0,1216.0
INV14093,CUST7872,SRV003,2024-02-20,Paid,Anomaly,Return,Debit Card,Cooking Oil (1L),Express Delivery,Pantry Staples,Delivery Services,6,45.0,900.0,945.0,945.0,0.0,150.0,0.05,80,0,Branch A,CASH018,SUP188,09:33:56,Regular,In-Store,Missing Charges,14093,0,1025.0
INV14094,CUST7958,SRV003,2023-03-12,Pending,No Leakage,Return,Cash,Biscuits (200g),Express Delivery,Snacks,Delivery Services,5,18.0,150.0,248.0,0.0,248.0,30.0,0.12,80,0,Online,CASH005,SUP108,15:43:00,Premium,Online,No Anomaly,14094,0,248.0
INV14104,CUST4670,SRV002,2023-02-12,Failed,Anomaly,Return,Net Banking,Onions (1kg),Standard Delivery,Fresh Vegetables,Delivery Services,1,7.199999999999999,40.0,47.2,0.0,47.2,40.0,0.18,40,0,Online,CASH018,SUP190,04:11:56,New,In-Store,Missing Charges,14104,0,87.2
INV14106,CUST9363,SRV003,2023-03-14,Pending,No Leakage,Return,Credit Card,Onions (1kg),Express Delivery,Fresh Vegetables,Delivery Services,2,4.0,80.0,164.0,0.0,164.0,40.0,0.05,80,0,Branch A,CASH003,SUP112,07:50:39,Regular,Online,No Anomaly,14106,0,164.0
INV14108,CUST7262,SRV002,2024-07-24,Pending,No Leakage,Sale,Cheque,Tomatoes (1kg),Standard Delivery,Fresh Vegetables,Delivery Services,10,36.0,300.0,376.0,0.0,376.0,30.0,0.12,40,0,Branch B,CASH008,SUP128,08:32:24,Regular,In-Store,No Anomaly,14108,0,376.0
INV14113,CUST2418,SRV001,2024-05-06,Failed,Anomaly,Return,Net Banking,Detergent (1kg),No Service,Household,No Service,5,50.0,1000.0,1050.0,307.63341387540504,742.366586124595,200.0,0.05,0,0,Branch B,CASH006,SUP151,11:06:21,New,Online,Payment Status Mismatch,14113,0,1050.0
INV14118,CUST6232,SRV003,2024-07-23,Paid,No Leakage,Return,Cash,Cheese (200g),Express Delivery,Dairy & Eggs,Delivery Services,2,54.0,300.0,434.0,434.0,0.0,150.0,0.18,80,0,Online,CASH015,SUP147,04:50:44,Regular,In-Store,No Anomaly,14118,0,434.0
INV14119,CUST2611,SRV003,2023-06-22,Pending,No Leakage,Return,Credit Card,Biscuits (200g),Express Delivery,Snacks,Delivery Services,5,7.5,150.0,237.5,0.0,237.5,30.0,0.05,80,0,Branch B,CASH006,SUP184,11:37:14,New,In-Store,No Anomaly,14119,0,237.5
INV14121,CUST1136,SRV001,2023-08-13,Pending,No Leakage,Sale,Debit Card,Dishwash Soap (500ml),No Service,Household,No Service,2,19.2,160.0,179.2,0.0,179.2,80.0,0.12,0,0,Branch B,CASH003,SUP139,04:17:55,Wholesale,Online,No Anomaly,14121,0,179.2
INV14125,CUST2181,SRV003,2024-05-27,Paid,No Leakage,Return,Net Banking,Cheese (200g),Express Delivery,Dairy & Eggs,Delivery Services,10,75.0,1500.0,1655.0,1655.0,0.0,150.0,0.05,80,0,Branch A,CASH017,SUP142,11:25:32,New,Phone,No Anomaly,14125,0,1655.0
INV14128,CUST8994,SRV003,2024-02-24,Paid,Anomaly,Sale,Credit Card,Dishwash Soap (500ml),Express Delivery,Household,Delivery Services,1,9.6,80.0,169.6,145.22664576860393,24.373354231396064,80.0,0.12,80,0,Branch B,CASH012,SUP114,14:15:12,Wholesale,Phone,Under Payment,14128,0,169.6
INV14130,CUST8533,SRV002,2023-04-12,Paid,Anomaly,Return,Cheque,Rice (1kg),Standard Delivery,Grains & Cereals,Delivery Services,10,30.0,600.0,630.0,630.0,0.0,60.0,0.05,40,0,Main Store,CASH016,SUP186,10:23:32,Wholesale,Phone,Missing Charges,14130,0,670.0
INV14131,CUST5007,SRV003,2024-08-17,Paid,Anomaly,Sale,Debit Card,Potatoes (1kg),Express Delivery,Fresh Vegetables,Delivery Services,5,21.0,175.0,276.0,276.0,0.0,35.0,0.12,80,0,Online,CASH012,SUP199,14:14:47,Premium,In-Store,Duplicate Entries,14131,1,276.0
INV14131,CUST5260,SRV003,2023-11-03,Failed,Anomaly,Sale,Net Banking,Cooking Oil (1L),Express Delivery,Pantry Staples,Delivery Services,3,81.0,450.0,611.0,0.0,611.0,150.0,0.18,80,0,Online,CASH005,SUP103,01:55:14,Wholesale,Phone,Duplicate Entries,14131,1,611.0
INV14133,CUST3750,SRV002,2023-12-13,Paid,Anomaly,Return,Cheque,Rice (1kg),Standard Delivery,Grains & Cereals,Delivery Services,4,12.0,240.0,292.0,234.47312862692945,57.52687137307055,60.0,0.05,40,0,Branch A,CASH018,SUP105,05:26:30,Premium,Phone,Under Payment,14133,0,292.0
INV14136,CUST4068,SRV002,2024-07-12,Pending,No Leakage,Sale,Credit Card,Butter (100g),Standard Delivery,Dairy & Eggs,Delivery Services,6,36.0,300.0,376.0,0.0,376.0,50.0,0.12,40,0,Online,CASH001,SUP109,11:58:51,Wholesale,In-Store,No Anomaly,14136,0,376.0
INV14141,CUST8814,SRV001,2024-12-02,Paid,Anomaly,Return,Cheque,Chips (100g),No Service,Snacks,No Service,7,16.8,140.0,125.28023729479364,125.28023729479364,0.0,20.0,0.12,0,0,Main Store,CASH020,SUP154,08:08:11,Premium,Online,Missing Charges,14141,0,156.8
INV14143,CUST9747,SRV003,2024-08-21,Failed,No Leakage,Sale,Net Banking,Salt (1kg),Express Delivery,Pantry Staples,Delivery Services,9,9.0,180.0,269.0,0.0,269.0,20.0,0.05,80,0,Online,CASH003,SUP154,11:31:43,Regular,Phone,No Anomaly,14143,0,269.0
INV14145,CUST2171,SRV002,2023-10-15,Paid,No Leakage,Return,Cash,Chips (100g),Standard Delivery,Snacks,Delivery Services,8,19.2,160.0,219.2,219.2,0.0,20.0,0.12,40,0,Branch B,CASH001,SUP169,04:19:57,Wholesale,Phone,No Anomaly,14145,0,219.2
INV14146,CUST3027,SRV001,2024-06-29,Pending,No Leakage,Sale,UPI,Sugar (1kg),No Service,Pantry Staples,No Service,8,18.0,360.0,378.0,0.0,378.0,45.0,0.05,0,0,Branch B,CASH001,SUP104,01:48:14,Regular,Phone,No Anomaly,14146,0,378.0
INV14150,CUST7902,SRV002,2024-11-13,Pending,Anomaly,Sale,Cash,Cheese (200g),Standard Delivery,Dairy & Eggs,Delivery Services,2,36.0,300.0,320.79248063810275,0.0,320.79248063810275,150.0,0.12,40,0,Online,CASH004,SUP191,10:22:51,Regular,Online,Missing Charges,14150,0,376.0
INV14151,CUST7814,SRV002,2023-06-08,Pending,No Leakage,Sale,Debit Card,Salt (1kg),Standard Delivery,Pantry Staples,Delivery Services,8,28.8,160.0,228.8,0.0,228.8,20.0,0.18,40,0,Branch B,CASH011,SUP117,01:00:09,New,Phone,No Anomaly,14151,0,228.8
INV14155,CUST3617,SRV002,2023-02-02,Paid,No Leakage,Sale,Debit Card,Chicken (1kg),Standard Delivery,Meat & Fish,Delivery Services,4,180.0,1000.0,1220.0,1220.0,0.0,250.0,0.18,40,0,Main Store,CASH015,SUP198,18:39:01,Regular,Phone,No Anomaly,14155,0,1220.0
INV14161,CUST1130,SRV001,2024-04-16,Paid,No Leakage,Return,Cash,Rice (1kg),No Service,Grains & Cereals,No Service,9,64.8,540.0,604.8,604.8,0.0,60.0,0.12,0,0,Main Store,CASH006,SUP127,20:51:40,Premium,Phone,No Anomaly,14161,0,604.8
INV14162,CUST3108,SRV002,2023-10-19,Paid,Anomaly,Sale,Net Banking,Cooking Oil (1L),Standard Delivery,Pantry Staples,Delivery Services,3,81.0,450.0,531.0,531.0,0.0,150.0,0.18,40,0,Online,CASH003,SUP130,17:13:03,Regular,In-Store,Missing Charges,14162,0,571.0
INV14164,CUST4369,SRV001,2024-06-05,Pending,No Leakage,Return,UPI,Fish (1kg),No Service,Meat & Fish,No Service,9,135.0,2700.0,2835.0,0.0,2835.0,300.0,0.05,0,0,Online,CASH002,SUP186,22:30:11,Wholesale,Phone,No Anomaly,14164,0,2835.0
INV14166,CUST7819,SRV001,2023-12-30,Pending,Anomaly,Sale,Debit Card,Chips (100g),No Service,Snacks,No Service,3,3.0,60.0,48.18151570336974,0.0,48.18151570336974,20.0,0.05,0,0,Main Store,CASH011,SUP152,22:43:59,Premium,In-Store,Missing Charges,14166,0,63.0
INV14167,CUST1172,SRV002,2023-07-31,Pending,No Leakage,Return,UPI,Potatoes (1kg),Standard Delivery,Fresh Vegetables,Delivery Services,7,12.25,245.0,297.25,0.0,297.25,35.0,0.05,40,0,Online,CASH005,SUP178,00:56:26,Premium,Online,No Anomaly,14167,0,297.25
INV14169,CUST1294,SRV001,2023-11-26,Failed,No Leakage,Sale,Cheque,Coffee Powder (200g),No Service,Beverages,No Service,8,140.0,2800.0,2940.0,0.0,2940.0,350.0,0.05,0,0,Branch A,CASH002,SUP156,00:54:28,Wholesale,In-Store,No Anomaly,14169,0,2940.0
INV14174,CUST2248,SRV002,2024-02-19,Pending,No Leakage,Sale,Cash,Oranges (1kg),Standard Delivery,Fruits,Delivery Services,9,86.39999999999999,720.0,846.4,0.0,846.4,80.0,0.12,40,0,Branch A,CASH004,SUP155,18:14:33,New,Phone,No Anomaly,14174,0,846.4
INV14176,CUST1648,SRV002,2024-04-18,Failed,No Leakage,Sale,UPI,Cooking Oil (1L),Standard Delivery,Pantry Staples,Delivery Services,10,270.0,1500.0,1810.0,0.0,1810.0,150.0,0.18,40,0,Branch B,CASH012,SUP173,08:45:36,Wholesale,In-Store,No Anomaly,14176,0,1810.0
INV14178,CUST6951,SRV003,2024-06-20,Paid,No Leakage,Return,Cheque,Apples (1kg),Express Delivery,Fruits,Delivery Services,1,21.6,120.0,221.6,221.6,0.0,120.0,0.18,80,0,Main Store,CASH002,SUP177,12:32:01,Premium,Online,No Anomaly,14178,0,221.6
INV14179,CUST8925,SRV002,2023-09-22,Paid,No Leakage,Sale,Debit Card,Chicken (1kg),Standard Delivery,Meat & Fish,Delivery Services,7,87.5,1750.0,1877.5,1877.5,0.0,250.0,0.05,40,0,Main Store,CASH013,SUP132,07:20:09,Premium,Phone,No Anomaly,14179,0,1877.5
INV14180,CUST8651,SRV003,2024-01-26,Paid,No Leakage,Return,Cash,Rice (1kg),Express Delivery,Grains & Cereals,Delivery Services,6,43.2,360.0,483.2,483.2,0.0,60.0,0.12,80,0,Main Store,CASH018,SUP182,21:21:57,Regular,Online,No Anomaly,14180,0,483.2
INV14181,CUST7060,SRV002,2024-03-06,Pending,Anomaly,Return,UPI,Wheat Flour (1kg),Standard Delivery,Grains & Cereals,Delivery Services,10,81.0,450.0,571.0,0.0,571.0,45.0,0.18,40,0,Branch A,CASH008,SUP108,00:16:10,Wholesale,In-Store,Duplicate Entries,14181,1,571.0
INV14181,CUST2723,SRV003,2024-06-24,Paid,Anomaly,Return,UPI,Fish (1kg),Express Delivery,Meat & Fish,Delivery Services,4,216.0,1200.0,1496.0,1646.121497630828,-150.12149763082812,300.0,0.18,80,0,Branch A,CASH012,SUP142,12:41:11,New,Online,Duplicate Entries,14181,1,1496.0
INV14184,CUST1094,SRV002,2024-04-29,Paid,No Leakage,Return,Net Banking,Wheat Flour (1kg),Standard Delivery,Grains & Cereals,Delivery Services,3,6.75,135.0,181.75,181.75,0.0,45.0,0.05,40,0,Branch A,CASH009,SUP152,01:28:32,Premium,In-Store,No Anomaly,14184,0,181.75
INV14185,CUST4413,SRV002,2023-12-19,Pending,Anomaly,Return,Credit Card,Milk (1L),Standard Delivery,Dairy & Eggs,Delivery Services,9,64.8,540.0,547.172329501841,0.0,547.172329501841,60.0,0.12,40,0,Branch A,CASH015,SUP181,18:01:10,New,Online,Missing Charges,14185,0,644.8
INV14186,CUST3962,SRV002,2024-05-12,Pending,Anomaly,Return,Cash,Coffee Powder (200g),Standard Delivery,Beverages,Delivery Services,2,126.0,700.0,826.0,0.0,826.0,350.0,0.18,40,0,Branch B,CASH010,SUP113,05:49:06,New,Online,Missing Charges,14186,0,866.0
INV14188,CUST4278,SRV001,2023-03-27,Pending,No Leakage,Sale,Net Banking,Tea Powder (250g),No Service,Beverages,No Service,9,129.6,1080.0,1209.6,0.0,1209.6,120.0,0.12,0,0,Branch B,CASH013,SUP200,17:52:16,New,In-Store,No Anomaly,14188,0,1209.6
INV14191,CUST4084,SRV002,2024-10-03,Paid,Anomaly,Return,Net Banking,Fish (1kg),Standard Delivery,Meat & Fish,Delivery Services,9,135.0,2700.0,2875.0,2242.731358528478,632.2686414715222,300.0,0.05,40,0,Main Store,CASH008,SUP186,23:09:17,Regular,In-Store,Under Payment,14191,0,2875.0
INV14192,CUST1680,SRV002,2023-06-30,Pending,Anomaly,Return,Net Banking,Detergent (1kg),Standard Delivery,Household,Delivery Services,3,108.0,600.0,596.5326432856823,0.0,596.5326432856823,200.0,0.18,40,0,Branch B,CASH004,SUP118,21:35:00,Regular,In-Store,Missing Charges,14192,0,748.0
INV14193,CUST7720,SRV001,2023-09-05,Paid,Anomaly,Sale,UPI,Chicken (1kg),No Service,Meat & Fish,No Service,5,225.0,1250.0,1475.0,1769.7632288810216,-294.76322888102163,250.0,0.18,0,0,Branch A,CASH018,SUP176,09:53:38,New,In-Store,Excess Payment,14193,0,1475.0
INV14199,CUST2273,SRV002,2023-06-24,Pending,No Leakage,Return,UPI,Biscuits (200g),Standard Delivery,Snacks,Delivery Services,4,14.4,120.0,174.4,0.0,174.4,30.0,0.12,40,0,Main Store,CASH016,SUP149,20:13:44,Regular,In-Store,No Anomaly,14199,0,174.4
INV14200,CUST8051,SRV002,2024-08-11,Paid,No Leakage,Sale,Debit Card,Toothpaste (150g),Standard Delivery,Personal Care,Delivery Services,4,12.0,240.0,292.0,292.0,0.0,60.0,0.05,40,0,Online,CASH004,SUP148,21:44:36,Wholesale,In-Store,No Anomaly,14200,0,292.0
INV14201,CUST9582,SRV003,2023-05-26,Pending,No Leakage,Sale,Credit Card,Cooking Oil (1L),Express Delivery,Pantry Staples,Delivery Services,3,54.0,450.0,584.0,0.0,584.0,150.0,0.12,80,0,Branch A,CASH003,SUP107,19:43:33,Premium,In-Store,No Anomaly,14201,0,584.0
INV14202,CUST5019,SRV002,2024-01-07,Pending,Anomaly,Sale,Debit Card,Butter (100g),Standard Delivery,Dairy & Eggs,Delivery Services,8,72.0,400.0,472.0,0.0,472.0,50.0,0.18,40,0,Online,CASH004,SUP172,01:30:49,Wholesale,Phone,Missing Charges,14202,0,512.0
INV14206,CUST7129,SRV003,2023-04-25,Paid,Anomaly,Return,Cheque,Detergent (1kg),Express Delivery,Household,Delivery Services,9,90.0,1800.0,1970.0,2360.071488192489,-390.07148819248914,200.0,0.05,80,0,Branch A,CASH018,SUP172,14:48:43,New,Phone,Excess Payment,14206,0,1970.0
INV14207,CUST5464,SRV003,2023-08-14,Pending,No Leakage,Sale,Cash,Bananas (1kg),Express Delivery,Fruits,Delivery Services,6,36.0,300.0,416.0,0.0,416.0,50.0,0.12,80,0,Online,CASH019,SUP117,17:10:55,Wholesale,Phone,No Anomaly,14207,0,416.0
INV14208,CUST7004,SRV002,2024-08-14,Failed,No Leakage,Return,Cash,Coffee Powder (200g),Standard Delivery,Beverages,Delivery Services,5,315.0,1750.0,2105.0,0.0,2105.0,350.0,0.18,40,0,Branch A,CASH002,SUP192,18:39:56,Regular,Online,No Anomaly,14208,0,2105.0
INV14211,CUST1782,SRV003,2024-03-31,Pending,Anomaly,Sale,Cash,Biscuits (200g),Express Delivery,Snacks,Delivery Services,5,27.0,150.0,240.7082042059613,0.0,240.7082042059613,30.0,0.18,80,0,Branch A,CASH004,SUP119,05:42:36,Regular,Online,Missing Charges,14211,0,257.0
INV14213,CUST1798,SRV003,2024-08-10,Paid,No Leakage,Sale,Net Banking,Wheat Flour (1kg),Express Delivery,Grains & Cereals,Delivery Services,8,64.8,360.0,504.8,504.8,0.0,45.0,0.18,80,0,Main Store,CASH010,SUP163,09:32:44,Regular,In-Store,No Anomaly,14213,0,504.8
INV14214,CUST4520,SRV001,2023-05-27,Failed,No Leakage,Return,Cash,Biscuits (200g),No Service,Snacks,No Service,3,10.8,90.0,100.8,0.0,100.8,30.0,0.12,0,0,Branch A,CASH011,SUP109,12:36:30,Wholesale,Online,No Anomaly,14214,0,100.8
INV14215,CUST9535,SRV002,2024-06-21,Failed,No Leakage,Return,Net Banking,Chicken (1kg),Standard Delivery,Meat & Fish,Delivery Services,2,90.0,500.0,630.0,0.0,630.0,250.0,0.18,40,0,Main Store,CASH008,SUP109,13:35:18,Wholesale,In-Store,No Anomaly,14215,0,630.0
INV14218,CUST5865,SRV001,2023-01-13,Paid,Anomaly,Return,Net Banking,Butter (100g),No Service,Dairy & Eggs,No Service,9,54.0,450.0,504.0,603.5637479767838,-99.56374797678382,50.0,0.12,0,0,Main Store,CASH015,SUP171,19:08:17,Regular,In-Store,Excess Payment,14218,0,504.0
INV14225,CUST6641,SRV002,2024-05-08,Failed,Anomaly,Sale,UPI,Oranges (1kg),Standard Delivery,Fruits,Delivery Services,6,57.6,480.0,452.7513289507917,0.0,452.7513289507917,80.0,0.12,40,0,Online,CASH016,SUP130,15:58:22,New,In-Store,Missing Charges,14225,0,577.6
INV14231,CUST2381,SRV002,2023-12-01,Paid,Anomaly,Return,Cheque,Fish (1kg),Standard Delivery,Meat & Fish,Delivery Services,10,540.0,3000.0,3044.199061339731,3044.199061339731,0.0,300.0,0.18,40,0,Online,CASH012,SUP191,13:24:27,Premium,Online,Missing Charges,14231,0,3580.0
INV14232,CUST7132,SRV002,2023-10-21,Pending,No Leakage,Sale,Cash,Oranges (1kg),Standard Delivery,Fruits,Delivery Services,5,20.0,400.0,460.0,0.0,460.0,80.0,0.05,40,0,Branch B,CASH006,SUP129,18:15:43,Wholesale,In-Store,No Anomaly,14232,0,460.0
INV14235,CUST9897,SRV003,2024-05-27,Paid,No Leakage,Sale,Net Banking,Dishwash Soap (500ml),Express Delivery,Household,Delivery Services,1,14.4,80.0,174.4,174.4,0.0,80.0,0.18,80,0,Branch A,CASH008,SUP111,20:55:21,New,Phone,No Anomaly,14235,0,174.4
INV14236,CUST2050,SRV002,2024-06-11,Paid,No Leakage,Sale,Cheque,Chips (100g),Standard Delivery,Snacks,Delivery Services,9,9.0,180.0,229.0,229.0,0.0,20.0,0.05,40,0,Online,CASH006,SUP148,07:55:27,Regular,In-Store,No Anomaly,14236,0,229.0
INV14242,CUST4741,SRV001,2024-05-31,Paid,Anomaly,Sale,Net Banking,Shampoo (250ml),No Service,Personal Care,No Service,7,63.0,1260.0,1135.221421238548,1135.221421238548,0.0,180.0,0.05,0,0,Main Store,CASH011,SUP168,23:50:21,Regular,In-Store,Missing Charges,14242,0,1323.0
INV14253,CUST8883,SRV002,2023-06-09,Paid,Anomaly,Sale,Cheque,Toothpaste (150g),Standard Delivery,Personal Care,Delivery Services,7,50.4,420.0,510.4,421.1823402804732,89.21765971952675,60.0,0.12,40,0,Branch A,CASH008,SUP188,12:35:42,Regular,Phone,Under Payment,14253,0,510.4
INV14256,CUST7520,SRV001,2024-08-14,Failed,No Leakage,Return,UPI,Tea Powder (250g),No Service,Beverages,No Service,10,60.0,1200.0,1260.0,0.0,1260.0,120.0,0.05,0,0,Branch A,CASH017,SUP192,20:19:39,Premium,Online,No Anomaly,14256,0,1260.0
INV14258,CUST9534,SRV001,2023-08-22,Pending,No Leakage,Sale,Debit Card,Butter (100g),No Service,Dairy & Eggs,No Service,9,81.0,450.0,531.0,0.0,531.0,50.0,0.18,0,0,Branch B,CASH010,SUP106,17:29:16,Premium,Phone,No Anomaly,14258,0,531.0
INV14259,CUST9285,SRV002,2023-05-14,Failed,No Leakage,Return,Cash,Milk (1L),Standard Delivery,Dairy & Eggs,Delivery Services,4,43.2,240.0,323.2,0.0,323.2,60.0,0.18,40,0,Online,CASH001,SUP129,16:05:54,Premium,Phone,No Anomaly,14259,0,323.2
INV14261,CUST4162,SRV002,2023-11-30,Paid,No Leakage,Return,Credit Card,Fish (1kg),Standard Delivery,Meat & Fish,Delivery Services,1,54.0,300.0,394.0,394.0,0.0,300.0,0.18,40,0,Branch A,CASH016,SUP190,21:15:33,Premium,Online,No Anomaly,14261,0,394.0
INV14266,CUST9315,SRV002,2024-10-11,Pending,Anomaly,Return,Net Banking,Onions (1kg),Standard Delivery,Fresh Vegetables,Delivery Services,5,24.0,200.0,264.0,0.0,264.0,40.0,0.12,40,0,Online,CASH002,SUP106,04:16:21,Wholesale,Online,Duplicate Entries,14266,1,264.0
INV14266,CUST7053,SRV003,2023-02-12,Pending,Anomaly,Sale,Net Banking,Onions (1kg),Express Delivery,Fresh Vegetables,Delivery Services,3,14.4,120.0,214.4,0.0,214.4,40.0,0.12,80,0,Branch B,CASH009,SUP170,03:09:10,New,Phone,Duplicate Entries,14266,1,214.4
INV14272,CUST4943,SRV001,2023-09-28,Paid,Anomaly,Sale,Credit Card,Soap (100g),No Service,Personal Care,No Service,5,24.0,200.0,224.0,178.695342194337,45.304657805663,40.0,0.12,0,0,Main Store,CASH017,SUP133,18:14:18,Premium,Phone,Under Payment,14272,0,224.0
INV14274,CUST6429,SRV001,2023-11-09,Paid,Anomaly,Sale,Debit Card,Rice (1kg),No Service,Grains & Cereals,No Service,2,14.4,120.0,100.11395501627146,100.11395501627146,0.0,60.0,0.12,0,0,Branch A,CASH018,SUP104,14:17:22,Regular,Online,Missing Charges,14274,0,134.4
INV14277,CUST5077,SRV002,2023-01-29,Paid,No Leakage,Sale,Cash,Toothpaste (150g),Standard Delivery,Personal Care,Delivery Services,4,12.0,240.0,292.0,292.0,0.0,60.0,0.05,40,0,Branch A,CASH011,SUP113,15:43:07,Regular,In-Store,No Anomaly,14277,0,292.0
INV14278,CUST1355,SRV001,2024-03-28,Paid,Anomaly,Sale,Net Banking,Tea Powder (250g),No Service,Beverages,No Service,10,216.0,1200.0,1416.0,1013.4675106689932,402.5324893310067,120.0,0.18,0,0,Branch A,CASH019,SUP198,19:39:33,Regular,Phone,Under Payment,14278,0,1416.0
