Invoice_Number,Customer_ID,Service_ID,Billing_Date,Payment_Status,Transaction_Type,Mode_of_Payment,Product_Name,Service,Product_Category,Service_Category,Product_Quantity,Tax_Amount,Actual_Amount,Billed_Amount,Paid_Amount,Balance_Amount,Unit_Price,Tax_Rate,Service_Charge,Discount_Amount,Store_Branch,Cashier_ID,Supplier_ID,Billing_Time,Customer_Type,Order_Channel,Invoice_Num_Int,Is_Duplicate
INV15952,CUST2589,SRV003,31-05-2024,Paid,Sale,Credit Card,Lentils (1kg),Express Delivery,Grains & Cereals,Delivery Services,2,10,200,290,290,0,100,0.05,80,0,Main Store,CASH002,SUP145,18:48:59,Regular,Phone,15952,0
INV15953,CUST7772,SRV003,23-04-2023,Pending,Return,Credit Card,Fish (1kg),Express Delivery,Meat & Fish,Delivery Services,5,75,1500,1655,0,1655,300,0.05,80,0,Main Store,CASH008,SUP179,19:25:51,Wholesale,In-Store,15953,1
INV15953,CUST7715,SRV002,05-11-2023,Failed,Sale,Cheque,Eggs (12 pack),Standard Delivery,Dairy & Eggs,Delivery Services,2,16.8,140,196.8,0,196.8,70,0.12,40,0,Branch A,CASH004,SUP113,14:41:16,Wholesale,In-Store,15953,1
INV15955,CUST5559,SRV002,03-08-2024,Failed,Sale,Net Banking,Detergent (1kg),Standard Delivery,Household,Delivery Services,2,48,400,488,0,488,200,0.12,40,0,Branch B,CASH016,SUP200,22:24:17,Wholesale,Phone,15955,0
INV15959,CUST8168,SRV002,24-02-2024,Pending,Return,Cheque,Chicken (1kg),Standard Delivery,Meat & Fish,Delivery Services,9,112.5,2250,2402.5,0,2402.5,250,0.05,40,0,Branch A,CASH010,SUP151,07:01:47,Regular,Phone,15959,0
INV15963,CUST8541,SRV003,15-04-2023,Paid,Sale,Cash,Salt (1kg),Express Delivery,Pantry Staples,Delivery Services,5,12,100,192,192,0,20,0.12,80,0,Branch B,CASH002,SUP116,21:44:59,New,Online,15963,0
INV15966,CUST8615,SRV001,09-01-2024,Pending,Sale,Net Banking,Milk (1L),No Service,Dairy & Eggs,No Service,10,30,600,630,0,630,60,0.05,0,0,Online,CASH020,SUP122,18:54:47,New,Phone,15966,0
INV15978,CUST5994,SRV002,17-05-2023,Failed,Return,UPI,Coffee Powder (200g),Standard Delivery,Beverages,Delivery Services,2,35,700,775,0,775,350,0.05,40,0,Branch A,CASH011,SUP150,16:51:27,Premium,Phone,15978,0
INV15980,CUST9811,SRV002,31-10-2024,Paid,Sale,Debit Card,Chips (100g),Standard Delivery,Snacks,Delivery Services,10,36,200,276,230.3356155,45.66438455,20,0.18,40,0,Online,CASH016,SUP145,05:50:06,Premium,Online,15980,0
INV15984,CUST1816,SRV001,16-11-2024,Paid,Sale,UPI,Fish (1kg),No Service,Meat & Fish,No Service,7,105,2100,1805.172234,1805.172234,0,300,0.05,0,0,Branch B,CASH015,SUP158,03:11:12,Premium,In-Store,15984,0
INV16003,CUST6768,SRV002,16-04-2023,Paid,Return,Net Banking,Fish (1kg),Standard Delivery,Meat & Fish,Delivery Services,5,270,1500,1810,1810,0,300,0.18,40,0,Branch B,CASH005,SUP179,10:17:11,Wholesale,In-Store,16003,0
INV16004,CUST8638,SRV002,02-06-2023,Paid,Return,Debit Card,Onions (1kg),Standard Delivery,Fresh Vegetables,Delivery Services,1,2,40,82,82,0,40,0.05,40,0,Branch B,CASH012,SUP108,14:20:07,Premium,In-Store,16004,0
INV16010,CUST3515,SRV001,01-05-2024,Paid,Return,Debit Card,Chips (100g),No Service,Snacks,No Service,1,3.6,20,23.6,23.6,0,20,0.18,0,0,Branch B,CASH017,SUP145,02:43:02,Premium,In-Store,16010,0
INV16014,CUST1004,SRV003,30-06-2023,Failed,Sale,Credit Card,Chicken (1kg),Express Delivery,Meat & Fish,Delivery Services,4,120,1000,1200,0,1200,250,0.12,80,0,Online,CASH020,SUP115,16:19:32,Premium,In-Store,16014,0
INV16016,CUST4960,SRV002,02-05-2024,Failed,Return,Cheque,Cooking Oil (1L),Standard Delivery,Pantry Staples,Delivery Services,7,189,1050,1279,0,1279,150,0.18,40,0,Branch B,CASH018,SUP115,00:27:04,Wholesale,Phone,16016,0
INV16017,CUST4058,SRV001,16-10-2024,Failed,Return,Net Banking,Potatoes (1kg),No Service,Fresh Vegetables,No Service,1,4.2,35,39.2,0,39.2,35,0.12,0,0,Branch B,CASH002,SUP159,23:07:27,Regular,Phone,16017,0
INV16018,CUST9583,SRV003,24-12-2023,Pending,Return,Debit Card,Detergent (1kg),Express Delivery,Household,Delivery Services,5,180,1000,1260,0,1260,200,0.18,80,0,Main Store,CASH010,SUP145,02:33:26,New,Phone,16018,0
INV16028,CUST7861,SRV002,07-01-2023,Pending,Return,Debit Card,Coffee Powder (200g),Standard Delivery,Beverages,Delivery Services,1,63,350,393.071666,0,393.071666,350,0.18,40,0,Branch B,CASH011,SUP107,09:33:25,Premium,Phone,16028,0
INV16029,CUST6684,SRV003,17-10-2023,Paid,Return,UPI,Sugar (1kg),Express Delivery,Pantry Staples,Delivery Services,3,16.2,135,231.2,231.2,0,45,0.12,80,0,Branch B,CASH008,SUP119,16:34:44,Premium,In-Store,16029,0
INV16030,CUST2180,SRV001,26-05-2024,Paid,Sale,Net Banking,Chips (100g),No Service,Snacks,No Service,6,14.4,120,134.4,111.9718136,22.42818644,20,0.12,0,0,Branch B,CASH007,SUP188,21:11:50,Premium,Phone,16030,0
INV16032,CUST5181,SRV001,09-10-2023,Paid,Sale,Credit Card,Tea Powder (250g),No Service,Beverages,No Service,1,6,120,126,126,0,120,0.05,0,0,Online,CASH014,SUP120,18:44:09,Premium,In-Store,16032,0
INV16036,CUST2964,SRV002,30-01-2024,Pending,Return,Cash,Fish (1kg),Standard Delivery,Meat & Fish,Delivery Services,9,324,2700,3064,0,3064,300,0.12,40,0,Branch B,CASH004,SUP113,07:10:39,Premium,In-Store,16036,0
INV16037,CUST7162,SRV001,27-10-2023,Pending,Sale,Net Banking,Cheese (200g),No Service,Dairy & Eggs,No Service,4,72,600,672,0,672,150,0.12,0,0,Online,CASH011,SUP140,10:12:26,Premium,Phone,16037,0
INV16039,CUST2269,SRV001,13-03-2024,Paid,Sale,UPI,Tomatoes (1kg),No Service,Fresh Vegetables,No Service,7,10.5,210,220.5,220.5,0,30,0.05,0,0,Main Store,CASH005,SUP185,14:57:16,Regular,In-Store,16039,0
INV16049,CUST1112,SRV002,21-10-2024,Failed,Return,Debit Card,Potatoes (1kg),Standard Delivery,Fresh Vegetables,Delivery Services,3,5.25,105,150.25,0,150.25,35,0.05,40,0,Main Store,CASH017,SUP109,14:48:48,Wholesale,Online,16049,0
INV16050,CUST3560,SRV003,26-05-2023,Failed,Sale,Cheque,Potatoes (1kg),Express Delivery,Fresh Vegetables,Delivery Services,2,8.4,70,158.4,0,158.4,35,0.12,80,0,Main Store,CASH012,SUP194,04:51:40,Wholesale,Phone,16050,0
INV16053,CUST9483,SRV003,21-12-2024,Pending,Sale,Cheque,Rice (1kg),Express Delivery,Grains & Cereals,Delivery Services,5,36,300,416,0,416,60,0.12,80,0,Main Store,CASH010,SUP189,21:43:33,New,In-Store,16053,0
INV16056,CUST5132,SRV001,11-05-2024,Pending,Sale,Credit Card,Eggs (12 pack),No Service,Dairy & Eggs,No Service,5,17.5,350,367.5,0,367.5,70,0.05,0,0,Online,CASH004,SUP117,08:09:47,Wholesale,Phone,16056,0
INV16057,CUST6005,SRV002,16-02-2024,Pending,Sale,UPI,Wheat Flour (1kg),Standard Delivery,Grains & Cereals,Delivery Services,8,64.8,360,464.8,0,464.8,45,0.18,40,0,Main Store,CASH012,SUP157,03:25:23,Wholesale,Phone,16057,0
INV16061,CUST6654,SRV001,26-01-2023,Paid,Sale,UPI,Chips (100g),No Service,Snacks,No Service,3,3,60,63,69.48585432,-6.485854316,20,0.05,0,0,Branch B,CASH001,SUP167,17:52:32,Regular,Phone,16061,0
INV16064,CUST3651,SRV002,22-12-2023,Failed,Sale,Cheque,Shampoo (250ml),Standard Delivery,Personal Care,Delivery Services,2,64.8,360,464.8,0,464.8,180,0.18,40,0,Main Store,CASH011,SUP192,02:08:03,New,Phone,16064,0
INV16066,CUST4677,SRV003,24-06-2024,Failed,Sale,Net Banking,Potatoes (1kg),Express Delivery,Fresh Vegetables,Delivery Services,3,12.6,105,197.6,0,197.6,35,0.12,80,0,Branch B,CASH005,SUP161,01:15:29,Regular,Online,16066,0
INV16069,CUST9190,SRV002,10-06-2023,Failed,Sale,Credit Card,Chicken (1kg),Standard Delivery,Meat & Fish,Delivery Services,7,87.5,1750,1877.5,0,1877.5,250,0.05,40,0,Online,CASH019,SUP162,20:48:44,Premium,In-Store,16069,0
INV16072,CUST4578,SRV001,17-09-2024,Paid,Return,Credit Card,Cheese (200g),No Service,Dairy & Eggs,No Service,4,108,600,708,620.8565764,87.14342361,150,0.18,0,0,Branch B,CASH016,SUP137,19:32:51,Regular,Online,16072,0
INV16073,CUST8057,SRV002,15-04-2023,Paid,Return,Cash,Potatoes (1kg),Standard Delivery,Fresh Vegetables,Delivery Services,6,37.8,210,247.8,247.8,0,35,0.18,40,0,Online,CASH017,SUP160,13:16:51,New,In-Store,16073,0
INV16075,CUST5597,SRV002,05-08-2024,Pending,Sale,Credit Card,Butter (100g),Standard Delivery,Dairy & Eggs,Delivery Services,10,60,500,600,0,600,50,0.12,40,0,Main Store,CASH006,SUP102,04:39:35,Premium,Online,16075,0
INV16076,CUST7771,SRV003,25-11-2024,Paid,Sale,Cash,Salt (1kg),Express Delivery,Pantry Staples,Delivery Services,7,7,140,227,227,0,20,0.05,80,0,Branch A,CASH011,SUP173,09:14:14,Wholesale,In-Store,16076,0
INV16081,CUST2364,SRV002,31-01-2023,Pending,Sale,Debit Card,Toothpaste (150g),Standard Delivery,Personal Care,Delivery Services,4,28.8,240,308.8,0,308.8,60,0.12,40,0,Branch A,CASH015,SUP109,17:40:49,Regular,Online,16081,1
INV16081,CUST9959,SRV001,03-03-2024,Paid,Sale,Cheque,Potatoes (1kg),No Service,Fresh Vegetables,No Service,8,50.4,280,297.0172898,297.0172898,0,35,0.18,0,0,Branch B,CASH006,SUP102,10:48:43,Premium,Online,16081,1
INV16084,CUST2326,SRV001,29-05-2023,Paid,Sale,Credit Card,Biscuits (200g),No Service,Snacks,No Service,1,3.6,30,33.6,40.09540266,-6.495402664,30,0.12,0,0,Main Store,CASH004,SUP137,07:44:35,Premium,Phone,16084,0
INV16086,CUST7994,SRV003,05-10-2023,Pending,Sale,UPI,Eggs (12 pack),Express Delivery,Dairy & Eggs,Delivery Services,10,84,700,756.9361547,0,756.9361547,70,0.12,80,0,Branch A,CASH011,SUP173,02:57:00,Premium,In-Store,16086,0
INV16090,CUST2221,SRV001,17-01-2023,Pending,Return,Cash,Eggs (12 pack),No Service,Dairy & Eggs,No Service,10,84,700,784,0,784,70,0.12,0,0,Branch A,CASH003,SUP137,06:58:15,Premium,Phone,16090,0
INV16092,CUST1640,SRV003,11-09-2023,Pending,Sale,Cheque,Apples (1kg),Express Delivery,Fruits,Delivery Services,9,194.4,1080,1354.4,0,1354.4,120,0.18,80,0,Main Store,CASH016,SUP121,20:52:49,Regular,Phone,16092,0
INV16094,CUST9714,SRV003,05-09-2023,Failed,Sale,UPI,Toothpaste (150g),Express Delivery,Personal Care,Delivery Services,2,6,120,206,0,206,60,0.05,80,0,Online,CASH003,SUP197,20:16:57,New,In-Store,16094,0
INV16098,CUST4152,SRV003,21-02-2024,Pending,Return,Cheque,Cooking Oil (1L),Express Delivery,Pantry Staples,Delivery Services,6,45,900,1025,0,1025,150,0.05,80,0,Branch B,CASH020,SUP187,00:00:42,Wholesale,In-Store,16098,0
INV16099,CUST2067,SRV001,01-05-2023,Pending,Sale,UPI,Apples (1kg),No Service,Fruits,No Service,6,86.4,720,806.4,0,806.4,120,0.12,0,0,Branch A,CASH008,SUP166,18:38:39,New,In-Store,16099,0
INV16100,CUST6809,SRV002,29-02-2024,Paid,Return,UPI,Chips (100g),Standard Delivery,Snacks,Delivery Services,2,2,40,82,82,0,20,0.05,40,0,Main Store,CASH014,SUP187,00:37:57,Wholesale,Online,16100,0
INV16106,CUST2588,SRV003,12-02-2024,Failed,Sale,Credit Card,Sugar (1kg),Express Delivery,Pantry Staples,Delivery Services,9,48.6,405,533.6,0,533.6,45,0.12,80,0,Main Store,CASH009,SUP187,19:57:13,Regular,Online,16106,0
INV16107,CUST4930,SRV003,06-06-2024,Paid,Sale,Cash,Biscuits (200g),Express Delivery,Snacks,Delivery Services,7,37.8,210,327.8,327.8,0,30,0.18,80,0,Main Store,CASH013,SUP166,13:20:26,Premium,Phone,16107,0
INV16111,CUST7750,SRV003,01-11-2024,Failed,Return,Debit Card,Tomatoes (1kg),Express Delivery,Fresh Vegetables,Delivery Services,3,16.2,90,186.2,0,186.2,30,0.18,80,0,Main Store,CASH005,SUP181,08:22:31,Wholesale,Online,16111,0
INV16113,CUST2476,SRV002,23-04-2023,Paid,Return,Net Banking,Shampoo (250ml),Standard Delivery,Personal Care,Delivery Services,1,32.4,180,252.4,252.4,0,180,0.18,40,0,Branch B,CASH010,SUP160,23:59:32,New,In-Store,16113,0
INV16114,CUST8070,SRV003,10-08-2023,Paid,Return,Cash,Biscuits (200g),Express Delivery,Snacks,Delivery Services,9,32.4,270,382.4,382.4,0,30,0.12,80,0,Branch A,CASH001,SUP134,12:15:03,New,In-Store,16114,0
INV16120,CUST2867,SRV001,07-06-2023,Failed,Sale,Debit Card,Butter (100g),No Service,Dairy & Eggs,No Service,8,72,400,472,0,472,50,0.18,0,0,Online,CASH019,SUP143,07:13:01,New,In-Store,16120,0
INV16123,CUST9924,SRV002,03-10-2024,Paid,Sale,Net Banking,Apples (1kg),Standard Delivery,Fruits,Delivery Services,8,48,960,1048,1048,0,120,0.05,40,0,Branch A,CASH011,SUP107,02:39:15,Regular,Phone,16123,0
INV16133,CUST5112,SRV003,08-12-2024,Paid,Return,Net Banking,Toothpaste (150g),Express Delivery,Personal Care,Delivery Services,9,27,540,647,647,0,60,0.05,80,0,Online,CASH010,SUP157,10:59:07,Wholesale,In-Store,16133,0
INV16135,CUST6028,SRV003,30-11-2024,Paid,Sale,Cash,Onions (1kg),Express Delivery,Fresh Vegetables,Delivery Services,1,4.8,40,44.8,44.8,0,40,0.12,80,0,Branch B,CASH016,SUP110,04:18:46,Regular,Phone,16135,0
INV16141,CUST8372,SRV002,19-06-2024,Pending,Sale,UPI,Fish (1kg),Standard Delivery,Meat & Fish,Delivery Services,2,72,600,712,0,712,300,0.12,40,0,Branch B,CASH001,SUP155,11:47:39,New,Online,16141,0
INV16148,CUST2759,SRV001,30-03-2023,Paid,Sale,Credit Card,Detergent (1kg),No Service,Household,No Service,8,80,1600,1680,1433.529251,246.4707493,200,0.05,0,0,Branch B,CASH020,SUP142,05:17:57,Premium,Online,16148,0
INV16149,CUST6694,SRV001,13-03-2023,Paid,Sale,Credit Card,Milk (1L),No Service,Dairy & Eggs,No Service,9,27,540,567,567,0,60,0.05,0,0,Branch B,CASH010,SUP140,12:21:40,Premium,Phone,16149,0
INV16151,CUST4067,SRV001,04-06-2023,Failed,Return,Debit Card,Detergent (1kg),No Service,Household,No Service,7,252,1400,1652,0,1652,200,0.18,0,0,Main Store,CASH014,SUP119,17:25:20,Premium,Online,16151,0
INV16152,CUST6028,SRV002,29-11-2023,Paid,Return,Cash,Soap (100g),Standard Delivery,Personal Care,Delivery Services,4,8,160,208,245.5286883,-37.52868826,40,0.05,40,0,Branch A,CASH020,SUP183,04:05:52,Wholesale,Phone,16152,0
INV16156,CUST6763,SRV001,19-06-2024,Failed,Return,Net Banking,Butter (100g),No Service,Dairy & Eggs,No Service,3,7.5,150,157.5,0,157.5,50,0.05,0,0,Branch A,CASH002,SUP149,03:35:45,Wholesale,Online,16156,0
INV16162,CUST4368,SRV002,16-07-2023,Pending,Return,Debit Card,Oranges (1kg),Standard Delivery,Fruits,Delivery Services,7,67.2,560,627.2,0,627.2,80,0.12,40,0,Online,CASH017,SUP120,11:13:59,New,Phone,16162,0
INV16163,CUST9671,SRV002,17-03-2024,Paid,Return,Credit Card,Shampoo (250ml),Standard Delivery,Personal Care,Delivery Services,1,9,180,229,199.599839,29.400161,180,0.05,40,0,Branch B,CASH003,SUP138,19:49:03,Wholesale,Phone,16163,0
INV16166,CUST7539,SRV002,11-11-2023,Paid,Return,UPI,Wheat Flour (1kg),Standard Delivery,Grains & Cereals,Delivery Services,5,27,225,292,292,0,45,0.12,40,0,Branch A,CASH005,SUP131,00:45:56,Premium,In-Store,16166,0
INV16167,CUST1050,SRV002,11-02-2024,Pending,Sale,UPI,Onions (1kg),Standard Delivery,Fresh Vegetables,Delivery Services,4,19.2,160,219.2,0,219.2,40,0.12,40,0,Main Store,CASH003,SUP157,16:11:57,New,Online,16167,0
INV16169,CUST6028,SRV003,13-05-2024,Failed,Sale,Credit Card,Cheese (200g),Express Delivery,Dairy & Eggs,Delivery Services,9,162,1350,1592,0,1592,150,0.12,80,0,Main Store,CASH013,SUP100,02:24:57,New,Phone,16169,0
INV16170,CUST7759,SRV001,08-08-2023,Failed,Return,Net Banking,Bread (500g),No Service,Bakery,No Service,4,28.8,160,188.8,25.74214599,163.057854,40,0.18,0,0,Branch B,CASH002,SUP161,21:56:33,Premium,In-Store,16170,0
INV16175,CUST6586,SRV003,02-09-2024,Paid,Sale,Net Banking,Milk (1L),Express Delivery,Dairy & Eggs,Delivery Services,3,21.6,180,281.6,281.6,0,60,0.12,80,0,Branch A,CASH017,SUP156,02:09:10,Regular,Online,16175,0
INV16176,CUST1979,SRV001,12-11-2023,Paid,Return,Debit Card,Salt (1kg),No Service,Pantry Staples,No Service,10,10,200,169.1955669,169.1955669,0,20,0.05,0,0,Online,CASH008,SUP106,11:32:45,Regular,In-Store,16176,0
INV16177,CUST6089,SRV001,06-03-2023,Failed,Return,Net Banking,Bread (500g),No Service,Bakery,No Service,5,36,200,236,34.25020642,201.7497936,40,0.18,0,0,Online,CASH019,SUP119,18:43:05,New,In-Store,16177,0
INV16179,CUST8474,SRV002,30-06-2024,Paid,Return,Credit Card,Bread (500g),Standard Delivery,Bakery,Delivery Services,10,48,400,488,488,0,40,0.12,40,0,Main Store,CASH017,SUP159,00:00:22,Premium,Online,16179,0
INV16181,CUST6988,SRV002,08-10-2024,Failed,Return,Credit Card,Salt (1kg),Standard Delivery,Pantry Staples,Delivery Services,2,2,40,76.73997163,0,76.73997163,20,0.05,40,0,Branch A,CASH013,SUP112,17:14:10,Regular,Online,16181,0
INV16192,CUST9951,SRV003,14-08-2023,Pending,Sale,Cheque,Bananas (1kg),Express Delivery,Fruits,Delivery Services,7,63,350,493,0,493,50,0.18,80,0,Branch B,CASH018,SUP139,13:49:32,Regular,Online,16192,0
INV16193,CUST9037,SRV003,24-11-2024,Pending,Return,Debit Card,Detergent (1kg),Express Delivery,Household,Delivery Services,7,70,1400,1550,0,1550,200,0.05,80,0,Branch A,CASH008,SUP117,21:40:57,Premium,Phone,16193,0
INV16194,CUST1228,SRV002,13-02-2023,Pending,Sale,UPI,Tomatoes (1kg),Standard Delivery,Fresh Vegetables,Delivery Services,10,54,300,394,0,394,30,0.18,40,0,Main Store,CASH007,SUP125,08:41:32,Premium,Online,16194,0
INV16196,CUST1871,SRV003,17-03-2024,Pending,Sale,Cheque,Cheese (200g),Express Delivery,Dairy & Eggs,Delivery Services,3,22.5,450,552.5,0,552.5,150,0.05,80,0,Main Store,CASH004,SUP188,05:12:58,Premium,Phone,16196,0
INV16198,CUST7280,SRV003,08-02-2023,Paid,Sale,Net Banking,Eggs (12 pack),Express Delivery,Dairy & Eggs,Delivery Services,8,100.8,560,740.8,740.8,0,70,0.18,80,0,Main Store,CASH001,SUP167,13:59:55,New,Online,16198,0
INV16199,CUST7048,SRV003,27-11-2024,Pending,Sale,Credit Card,Onions (1kg),Express Delivery,Fresh Vegetables,Delivery Services,6,43.2,240,363.2,0,363.2,40,0.18,80,0,Main Store,CASH002,SUP166,07:10:12,Regular,Phone,16199,0
INV16200,CUST9924,SRV002,02-08-2024,Paid,Return,Debit Card,Toothpaste (150g),Standard Delivery,Personal Care,Delivery Services,9,64.8,540,559.9390987,559.9390987,0,60,0.12,40,0,Main Store,CASH012,SUP102,19:34:24,New,Online,16200,0
INV16203,CUST6760,SRV002,25-11-2024,Paid,Sale,UPI,Bananas (1kg),Standard Delivery,Fruits,Delivery Services,6,54,300,394,286.4267582,107.5732418,50,0.18,40,0,Online,CASH020,SUP141,21:54:10,Wholesale,In-Store,16203,0
INV16204,CUST9384,SRV002,12-10-2024,Paid,Return,Credit Card,Milk (1L),Standard Delivery,Dairy & Eggs,Delivery Services,6,43.2,360,403.2,403.2,0,60,0.12,40,0,Branch B,CASH013,SUP198,14:02:19,Regular,Online,16204,0
INV16210,CUST9203,SRV002,20-03-2023,Paid,Return,UPI,Bread (500g),Standard Delivery,Bakery,Delivery Services,2,4,80,112.5060628,112.5060628,0,40,0.05,40,0,Main Store,CASH013,SUP191,12:23:34,Wholesale,In-Store,16210,0
INV16225,CUST6255,SRV001,27-06-2023,Pending,Return,Cheque,Toothpaste (150g),No Service,Personal Care,No Service,4,43.2,240,283.2,0,283.2,60,0.18,0,0,Online,CASH016,SUP184,22:33:00,Regular,Online,16225,0
INV16227,CUST1919,SRV002,15-01-2023,Pending,Return,Cash,Coffee Powder (200g),Standard Delivery,Beverages,Delivery Services,4,252,1400,1692,0,1692,350,0.18,40,0,Online,CASH009,SUP112,17:22:07,Regular,Phone,16227,0
INV16230,CUST4773,SRV001,07-09-2024,Paid,Return,Net Banking,Eggs (12 pack),No Service,Dairy & Eggs,No Service,7,24.5,490,514.5,514.5,0,70,0.05,0,0,Online,CASH020,SUP104,06:54:29,Regular,Phone,16230,0
INV16236,CUST8482,SRV003,11-06-2023,Failed,Return,UPI,Coffee Powder (200g),Express Delivery,Beverages,Delivery Services,2,84,700,864,0,864,350,0.12,80,0,Main Store,CASH014,SUP116,13:28:34,Regular,Online,16236,0
INV16237,CUST9023,SRV003,27-09-2023,Paid,Sale,Credit Card,Chicken (1kg),Express Delivery,Meat & Fish,Delivery Services,9,270,2250,2600,2600,0,250,0.12,80,0,Main Store,CASH005,SUP171,17:04:56,Wholesale,Online,16237,0
INV16240,CUST1906,SRV003,16-12-2023,Pending,Sale,Credit Card,Bananas (1kg),Express Delivery,Fruits,Delivery Services,6,15,300,395,0,395,50,0.05,80,0,Online,CASH019,SUP111,08:01:12,New,Phone,16240,0
INV16246,CUST9282,SRV003,19-08-2024,Failed,Sale,Debit Card,Coffee Powder (200g),Express Delivery,Beverages,Delivery Services,10,175,3500,3755,1099.653891,2655.346109,350,0.05,80,0,Online,CASH017,SUP163,20:25:31,Premium,Online,16246,0
INV16247,CUST7285,SRV001,30-06-2023,Pending,Sale,Cash,Dishwash Soap (500ml),No Service,Household,No Service,2,8,160,168,0,168,80,0.05,0,0,Branch A,CASH018,SUP101,16:06:25,Premium,Phone,16247,0
INV16248,CUST3784,SRV003,30-11-2023,Failed,Return,UPI,Potatoes (1kg),Express Delivery,Fresh Vegetables,Delivery Services,3,18.9,105,203.9,88.41874877,115.4812512,35,0.18,80,0,Main Store,CASH013,SUP140,14:15:37,Regular,Phone,16248,0
INV16250,CUST1319,SRV002,12-12-2023,Paid,Sale,UPI,Onions (1kg),Standard Delivery,Fresh Vegetables,Delivery Services,1,4.8,40,84.8,98.14740777,-13.34740777,40,0.12,40,0,Branch B,CASH012,SUP110,06:46:33,Regular,Online,16250,0
INV16252,CUST9683,SRV003,05-07-2023,Failed,Return,Debit Card,Chicken (1kg),Express Delivery,Meat & Fish,Delivery Services,3,135,750,965,0,965,250,0.18,80,0,Branch B,CASH018,SUP175,15:17:32,New,Phone,16252,0
INV16254,CUST7652,SRV003,08-04-2024,Pending,Sale,UPI,Cheese (200g),Express Delivery,Dairy & Eggs,Delivery Services,3,81,450,531,0,531,150,0.18,80,0,Branch B,CASH004,SUP145,14:33:57,New,Online,16254,0
INV16255,CUST5590,SRV003,08-08-2023,Pending,Sale,Cash,Wheat Flour (1kg),Express Delivery,Grains & Cereals,Delivery Services,2,4.5,90,174.5,0,174.5,45,0.05,80,0,Online,CASH006,SUP194,06:19:46,Premium,Phone,16255,0
INV16258,CUST7324,SRV003,12-01-2024,Pending,Return,Cheque,Bananas (1kg),Express Delivery,Fruits,Delivery Services,6,36,300,416,0,416,50,0.12,80,0,Main Store,CASH005,SUP153,16:35:01,Regular,In-Store,16258,0
INV16259,CUST5879,SRV001,14-10-2024,Failed,Return,Debit Card,Wheat Flour (1kg),No Service,Grains & Cereals,No Service,10,54,450,391.2975562,0,391.2975562,45,0.12,0,0,Main Store,CASH001,SUP187,09:18:53,New,In-Store,16259,0
INV16262,CUST1081,SRV003,24-04-2024,Paid,Sale,Debit Card,Bananas (1kg),Express Delivery,Fruits,Delivery Services,2,18,100,178.5677054,178.5677054,0,50,0.18,80,0,Branch A,CASH016,SUP125,16:24:36,New,Online,16262,0
INV16263,CUST9187,SRV001,02-12-2023,Pending,Return,UPI,Tomatoes (1kg),No Service,Fresh Vegetables,No Service,1,5.4,30,35.4,0,35.4,30,0.18,0,0,Branch A,CASH007,SUP150,15:31:15,Premium,Online,16263,0
INV16265,CUST4463,SRV002,29-01-2023,Paid,Return,Credit Card,Cooking Oil (1L),Standard Delivery,Pantry Staples,Delivery Services,7,126,1050,1216,1216,0,150,0.12,40,0,Branch A,CASH019,SUP126,12:05:01,Premium,Online,16265,0
INV16271,CUST8832,SRV003,10-03-2024,Failed,Return,Cheque,Cheese (200g),Express Delivery,Dairy & Eggs,Delivery Services,1,18,150,248,50.09965212,197.9003479,150,0.12,80,0,Main Store,CASH001,SUP160,05:49:34,Wholesale,Online,16271,0
INV16274,CUST7308,SRV002,08-01-2023,Paid,Return,Cheque,Cheese (200g),Standard Delivery,Dairy & Eggs,Delivery Services,7,189,1050,1279,955.1304012,323.8695988,150,0.18,40,0,Branch A,CASH006,SUP112,02:21:57,Regular,Online,16274,0
INV16275,CUST2711,SRV002,30-10-2024,Pending,Sale,Net Banking,Dishwash Soap (500ml),Standard Delivery,Household,Delivery Services,9,86.4,720,846.4,0,846.4,80,0.12,40,0,Main Store,CASH015,SUP144,16:31:09,Premium,In-Store,16275,0
INV16276,CUST3563,SRV002,14-12-2024,Paid,Return,Net Banking,Toothpaste (150g),Standard Delivery,Personal Care,Delivery Services,9,97.2,540,677.2,677.2,0,60,0.18,40,0,Main Store,CASH017,SUP133,17:19:53,Wholesale,Phone,16276,0
INV16278,CUST6644,SRV003,23-08-2023,Paid,Return,UPI,Butter (100g),Express Delivery,Dairy & Eggs,Delivery Services,6,36,300,416,349.1634127,66.83658731,50,0.12,80,0,Main Store,CASH001,SUP126,10:12:54,Premium,In-Store,16278,0
INV16286,CUST3039,SRV002,17-09-2024,Failed,Sale,Debit Card,Butter (100g),Standard Delivery,Dairy & Eggs,Delivery Services,6,15,300,355,0,355,50,0.05,40,0,Branch A,CASH020,SUP171,03:19:42,New,Phone,16286,0
INV16287,CUST4475,SRV002,25-11-2023,Pending,Return,Cheque,Detergent (1kg),Standard Delivery,Household,Delivery Services,5,50,1000,1090,0,1090,200,0.05,40,0,Branch A,CASH006,SUP152,10:29:13,Regular,In-Store,16287,0
INV16292,CUST2522,SRV003,22-02-2024,Failed,Return,Credit Card,Onions (1kg),Express Delivery,Fresh Vegetables,Delivery Services,10,48,400,470.4721064,0,470.4721064,40,0.12,80,0,Online,CASH015,SUP194,09:55:21,New,Online,16292,0
